Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls  ms/call  ms/call  name    
 [379] __gnu_cxx::__aligned_membuf<int>::_M_ptr() const [400] std::allocator_traits<std::allocator<std::__detail::_Hash_node<std::pair<int const, double>, false> > >::deallocate(std::allocator<std::__detail::_Hash_node<std::pair<int const, double>, false> >&, std::__detail::_Hash_node<std::pair<int const, double>, false>*, unsigned long) [421] int* std::__relocate_a<int*, int*, std::allocator<int> >(int*, int*, int*, std::allocator<int>&)
 [378] __gnu_cxx::__aligned_membuf<int>::_M_addr() const [401] void std::allocator_traits<std::allocator<std::__detail::_Hash_node<std::pair<int const, double>, false> > >::destroy<std::pair<int const, double> >(std::allocator<std::__detail::_Hash_node<std::pair<int const, double>, false> >&, std::pair<int const, double>*) [408] std::__detail::_Hash_node<std::pair<int const, double>, false>* std::__to_address<std::__detail::_Hash_node<std::pair<int const, double>, false> >(std::__detail::_Hash_node<std::pair<int const, double>, false>*)
 [538] __gnu_cxx::__normal_iterator<Bucket*, std::vector<Bucket, std::allocator<Bucket> > >::operator*() const [402] std::allocator_traits<std::allocator<std::__detail::_Hash_node<std::pair<int const, double>, false> > >::allocate(std::allocator<std::__detail::_Hash_node<std::pair<int const, double>, false> >&, unsigned long) [556] std::__detail::_Hash_node_base** std::__to_address<std::__detail::_Hash_node_base*>(std::__detail::_Hash_node_base**)
 [539] __gnu_cxx::__normal_iterator<Bucket*, std::vector<Bucket, std::allocator<Bucket> > >::operator-(long) const [74] void std::allocator_traits<std::allocator<std::__detail::_Hash_node<std::pair<int const, double>, false> > >::construct<std::pair<int const, double>, std::piecewise_construct_t const&, std::tuple<int const&>, std::tuple<> >(std::allocator<std::__detail::_Hash_node<std::pair<int const, double>, false> >&, std::pair<int const, double>*, std::piecewise_construct_t const&, std::tuple<int const&>&&, std::tuple<>&&) [248] void std::__adjust_heap<__gnu_cxx::__normal_iterator<std::pair<int, double>*, std::vector<std::pair<int, double>, std::allocator<std::pair<int, double> > > >, long, std::pair<int, double>, __gnu_cxx::__ops::_Iter_comp_iter<std::greater<std::pair<int, double> > > >(__gnu_cxx::__normal_iterator<std::pair<int, double>*, std::vector<std::pair<int, double>, std::allocator<std::pair<int, double> > > >, long, long, std::pair<int, double>, __gnu_cxx::__ops::_Iter_comp_iter<std::greater<std::pair<int, double> > >)
 [221] __gnu_cxx::__normal_iterator<GraphEdge*, std::vector<GraphEdge, std::allocator<GraphEdge> > >::base() const [551] std::allocator_traits<std::allocator<std::__detail::_Hash_node_base*> >::deallocate(std::allocator<std::__detail::_Hash_node_base*>&, std::__detail::_Hash_node_base**, unsigned long) [954] __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > > std::__copy_move_a<false, __gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > > >(__gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, __gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >)
 [365] __gnu_cxx::__normal_iterator<GraphEdge*, std::vector<GraphEdge, std::allocator<GraphEdge> > >::operator*() const [552] std::allocator_traits<std::allocator<std::__detail::_Hash_node_base*> >::allocate(std::allocator<std::__detail::_Hash_node_base*>&, unsigned long) [1002] double* std::__copy_move_a<false, __gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, double*>(__gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, __gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, double*)
 [194] __gnu_cxx::__normal_iterator<std::pair<int, double> const*, std::vector<std::pair<int, double>, std::allocator<std::pair<int, double> > > >::base() const [160] std::allocator_traits<std::allocator<std::_Rb_tree_node<int> > >::deallocate(std::allocator<std::_Rb_tree_node<int> >&, std::_Rb_tree_node<int>*, unsigned long) [1152] int* std::__copy_move_a<false, int const*, int*>(int const*, int const*, int*)
 [361] __gnu_cxx::__normal_iterator<std::pair<int, double> const*, std::vector<std::pair<int, double>, std::allocator<std::pair<int, double> > > >::operator*() const [847] std::allocator_traits<std::allocator<std::_Rb_tree_node<int> > >::select_on_container_copy_construction(std::allocator<std::_Rb_tree_node<int> > const&) [13] void std::__invoke_impl<void, void (DeltaSteppingParallel2::*)(std::vector<std::pair<int, double>, std::allocator<std::pair<int, double> > > const&), DeltaSteppingParallel2*, std::vector<std::pair<int, double>, std::allocator<std::pair<int, double> > > >(std::__invoke_memfun_deref, void (DeltaSteppingParallel2::*&&)(std::vector<std::pair<int, double>, std::allocator<std::pair<int, double> > > const&), DeltaSteppingParallel2*&&, std::vector<std::pair<int, double>, std::allocator<std::pair<int, double> > >&&)
 [578] __gnu_cxx::__normal_iterator<std::vector<std::pair<int, double>, std::allocator<std::pair<int, double> > > const*, std::vector<std::vector<std::pair<int, double>, std::allocator<std::pair<int, double> > >, std::allocator<std::vector<std::pair<int, double>, std::allocator<std::pair<int, double> > > > > >::base() const [453] void std::allocator_traits<std::allocator<std::_Rb_tree_node<int> > >::destroy<int>(std::allocator<std::_Rb_tree_node<int> >&, int*) [898] double* std::__copy_move_a1<false, double const*, double*>(double const*, double const*, double*)
 [632] __gnu_cxx::__normal_iterator<std::vector<std::pair<int, double>, std::allocator<std::pair<int, double> > > const*, std::vector<std::vector<std::pair<int, double>, std::allocator<std::pair<int, double> > >, std::allocator<std::vector<std::pair<int, double>, std::allocator<std::pair<int, double> > > > > >::operator*() const [456] std::allocator_traits<std::allocator<std::_Rb_tree_node<int> > >::allocate(std::allocator<std::_Rb_tree_node<int> >&, unsigned long) [1153] int* std::__copy_move_a1<false, int const*, int*>(int const*, int const*, int*)
 [805] __gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >::base() const [284] void std::allocator_traits<std::allocator<std::_Rb_tree_node<int> > >::construct<int, int const&>(std::allocator<std::_Rb_tree_node<int> >&, int*, int const&) [899] double* std::__copy_move_a2<false, double const*, double*>(double const*, double const*, double*)
 [132] __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >::base() const [984] std::allocator_traits<std::allocator<std::unordered_map<int, double, std::hash<int>, std::equal_to<int>, std::allocator<std::pair<int const, double> > > > >::deallocate(std::allocator<std::unordered_map<int, double, std::hash<int>, std::equal_to<int>, std::allocator<std::pair<int const, double> > > >&, std::unordered_map<int, double, std::hash<int>, std::equal_to<int>, std::allocator<std::pair<int const, double> > >*, unsigned long) [1154] int* std::__copy_move_a2<false, int const*, int*>(int const*, int const*, int*)
 [364] __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >::operator*() const [985] std::allocator_traits<std::allocator<std::unordered_map<int, double, std::hash<int>, std::equal_to<int>, std::allocator<std::pair<int const, double> > > > >::allocate(std::allocator<std::unordered_map<int, double, std::hash<int>, std::equal_to<int>, std::allocator<std::pair<int const, double> > > >&, unsigned long) [51] GraphEdge* std::__relocate_a_1<GraphEdge*, GraphEdge*, std::allocator<GraphEdge> >(GraphEdge*, GraphEdge*, GraphEdge*, std::allocator<GraphEdge>&)
 [942] __gnu_cxx::__normal_iterator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >*, std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > >::base() const [839] std::allocator_traits<std::allocator<std::unordered_map<int, double, std::hash<int>, std::equal_to<int>, std::allocator<std::pair<int const, double> > > > >::max_size(std::allocator<std::unordered_map<int, double, std::hash<int>, std::equal_to<int>, std::allocator<std::pair<int const, double> > > > const&) [1003] std::unordered_map<int, double, std::hash<int>, std::equal_to<int>, std::allocator<std::pair<int const, double> > >* std::__relocate_a_1<std::unordered_map<int, double, std::hash<int>, std::equal_to<int>, std::allocator<std::pair<int const, double> > >*, std::unordered_map<int, double, std::hash<int>, std::equal_to<int>, std::allocator<std::pair<int const, double> > >*, std::allocator<std::unordered_map<int, double, std::hash<int>, std::equal_to<int>, std::allocator<std::pair<int const, double> > > > >(std::unordered_map<int, double, std::hash<int>, std::equal_to<int>, std::allocator<std::pair<int const, double> > >*, std::unordered_map<int, double, std::hash<int>, std::equal_to<int>, std::allocator<std::pair<int const, double> > >*, std::unordered_map<int, double, std::hash<int>, std::equal_to<int>, std::allocator<std::pair<int const, double> > >*, std::allocator<std::unordered_map<int, double, std::hash<int>, std::equal_to<int>, std::allocator<std::pair<int const, double> > > >&)
 [1019] __gnu_cxx::__normal_iterator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >*, std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > >::operator*() const [1044] std::allocator_traits<std::allocator<std::set<int, std::less<int>, std::allocator<int> > > >::deallocate(std::allocator<std::set<int, std::less<int>, std::allocator<int> > >&, std::set<int, std::less<int>, std::allocator<int> >*, unsigned long) [24] std::pair<int, double>* std::__relocate_a_1<std::pair<int, double>*, std::pair<int, double>*, std::allocator<std::pair<int, double> > >(std::pair<int, double>*, std::pair<int, double>*, std::pair<int, double>*, std::allocator<std::pair<int, double> >&)
 [637] __gnu_cxx::__normal_iterator<std::set<int, std::less<int>, std::allocator<int> >*, std::vector<std::set<int, std::less<int>, std::allocator<int> >, std::allocator<std::set<int, std::less<int>, std::allocator<int> > > > >::operator*() const [1045] std::allocator_traits<std::allocator<std::set<int, std::less<int>, std::allocator<int> > > >::allocate(std::allocator<std::set<int, std::less<int>, std::allocator<int> > >&, unsigned long) [333] std::thread* std::__relocate_a_1<std::thread*, std::thread*, std::allocator<std::thread> >(std::thread*, std::thread*, std::thread*, std::allocator<std::thread>&)
 [638] __gnu_cxx::__normal_iterator<std::set<int, std::less<int>, std::allocator<int> >*, std::vector<std::set<int, std::less<int>, std::allocator<int> >, std::allocator<std::set<int, std::less<int>, std::allocator<int> > > > >::operator-(long) const [1046] std::allocator_traits<std::allocator<std::set<int, std::less<int>, std::allocator<int> > > >::max_size(std::allocator<std::set<int, std::less<int>, std::allocator<int> > > const&) [1004] std::vector<std::pair<int, double>, std::allocator<std::pair<int, double> > >* std::__relocate_a_1<std::vector<std::pair<int, double>, std::allocator<std::pair<int, double> > >*, std::vector<std::pair<int, double>, std::allocator<std::pair<int, double> > >*, std::allocator<std::vector<std::pair<int, double>, std::allocator<std::pair<int, double> > > > >(std::vector<std::pair<int, double>, std::allocator<std::pair<int, double> > >*, std::vector<std::pair<int, double>, std::allocator<std::pair<int, double> > >*, std::vector<std::pair<int, double>, std::allocator<std::pair<int, double> > >*, std::allocator<std::vector<std::pair<int, double>, std::allocator<std::pair<int, double> > > >&)
 [913] __gnu_cxx::__normal_iterator<std::pair<double, double>*, std::vector<std::pair<double, double>, std::allocator<std::pair<double, double> > > >::base() const [1135] std::allocator_traits<std::allocator<std::pair<double, double> > >::deallocate(std::allocator<std::pair<double, double> >&, std::pair<double, double>*, unsigned long) [422] std::enable_if<std::__is_bitwise_relocatable<int, void>::value, int*>::type std::__relocate_a_1<int, int>(int*, int*, int*, std::allocator<int>&)
 [1020] __gnu_cxx::__normal_iterator<std::pair<double, double>*, std::vector<std::pair<double, double>, std::allocator<std::pair<double, double> > > >::operator*() const [1136] std::allocator_traits<std::allocator<std::pair<double, double> > >::allocate(std::allocator<std::pair<double, double> >&, unsigned long) [1060] void std::__alloc_on_move<std::allocator<std::unordered_map<int, double, std::hash<int>, std::equal_to<int>, std::allocator<std::pair<int const, double> > > > >(std::allocator<std::unordered_map<int, double, std::hash<int>, std::equal_to<int>, std::allocator<std::pair<int const, double> > > >&, std::allocator<std::unordered_map<int, double, std::hash<int>, std::equal_to<int>, std::allocator<std::pair<int const, double> > > >&)
 [173] __gnu_cxx::__normal_iterator<std::pair<int, double>*, std::vector<std::pair<int, double>, std::allocator<std::pair<int, double> > > >::base() const [1137] std::allocator_traits<std::allocator<std::pair<double, double> > >::max_size(std::allocator<std::pair<double, double> > const&) [1061] void std::__alloc_on_move<std::allocator<std::vector<std::pair<int, double>, std::allocator<std::pair<int, double> > > > >(std::allocator<std::vector<std::pair<int, double>, std::allocator<std::pair<int, double> > > >&, std::allocator<std::vector<std::pair<int, double>, std::allocator<std::pair<int, double> > > >&)
 [367] __gnu_cxx::__normal_iterator<std::pair<int, double>*, std::vector<std::pair<int, double>, std::allocator<std::pair<int, double> > > >::operator*() const [503] std::allocator_traits<std::allocator<std::pair<int, double> > >::deallocate(std::allocator<std::pair<int, double> >&, std::pair<int, double>*, unsigned long) [1062] void std::__alloc_on_move<std::allocator<double> >(std::allocator<double>&, std::allocator<double>&)
 [302] __gnu_cxx::__normal_iterator<std::pair<int, double>*, std::vector<std::pair<int, double>, std::allocator<std::pair<int, double> > > >::operator-(long) const [635] std::allocator_traits<std::allocator<std::pair<int, double> > >::select_on_container_copy_construction(std::allocator<std::pair<int, double> > const&) [795] std::__size_to_integer(unsigned long)
 [252] __gnu_cxx::__normal_iterator<std::pair<int, double>*, std::vector<std::pair<int, double>, std::allocator<std::pair<int, double> > > >::operator+(long) const [86] void std::allocator_traits<std::allocator<std::pair<int, double> > >::destroy<std::pair<int, double> >(std::allocator<std::pair<int, double> >&, std::pair<int, double>*) [1063] void std::__do_alloc_on_move<std::allocator<std::unordered_map<int, double, std::hash<int>, std::equal_to<int>, std::allocator<std::pair<int const, double> > > > >(std::allocator<std::unordered_map<int, double, std::hash<int>, std::equal_to<int>, std::allocator<std::pair<int const, double> > > >&, std::allocator<std::unordered_map<int, double, std::hash<int>, std::equal_to<int>, std::allocator<std::pair<int const, double> > > >&, std::integral_constant<bool, true>)
 [134] __gnu_cxx::__normal_iterator<std::pair<int, double>*, std::vector<std::pair<int, double>, std::allocator<std::pair<int, double> > > >::operator->() const [501] std::allocator_traits<std::allocator<std::pair<int, double> > >::allocate(std::allocator<std::pair<int, double> >&, unsigned long) [1064] void std::__do_alloc_on_move<std::allocator<std::vector<std::pair<int, double>, std::allocator<std::pair<int, double> > > > >(std::allocator<std::vector<std::pair<int, double>, std::allocator<std::pair<int, double> > > >&, std::allocator<std::vector<std::pair<int, double>, std::allocator<std::pair<int, double> > > >&, std::integral_constant<bool, true>)
 [565] __gnu_cxx::__normal_iterator<std::thread*, std::vector<std::thread, std::allocator<std::thread> > >::base() const [468] std::allocator_traits<std::allocator<std::pair<int, double> > >::max_size(std::allocator<std::pair<int, double> > const&) [1065] void std::__do_alloc_on_move<std::allocator<double> >(std::allocator<double>&, std::allocator<double>&, std::integral_constant<bool, true>)
 [684] __gnu_cxx::__normal_iterator<std::thread*, std::vector<std::thread, std::allocator<std::thread> > >::operator*() const [40] void std::allocator_traits<std::allocator<std::pair<int, double> > >::construct<std::pair<int, double>, int&, double>(std::allocator<std::pair<int, double> >&, std::pair<int, double>*, int&, double&&) [115] std::pair<int, double>* std::uninitialized_copy<__gnu_cxx::__normal_iterator<std::pair<int, double> const*, std::vector<std::pair<int, double>, std::allocator<std::pair<int, double> > > >, std::pair<int, double>*>(__gnu_cxx::__normal_iterator<std::pair<int, double> const*, std::vector<std::pair<int, double>, std::allocator<std::pair<int, double> > > >, __gnu_cxx::__normal_iterator<std::pair<int, double> const*, std::vector<std::pair<int, double>, std::allocator<std::pair<int, double> > > >, std::pair<int, double>*)
 [852] __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >::base() const [41] void std::allocator_traits<std::allocator<std::pair<int, double> > >::construct<std::pair<int, double>, std::pair<int, double> >(std::allocator<std::pair<int, double> >&, std::pair<int, double>*, std::pair<int, double>&&) [111] std::vector<std::pair<int, double>, std::allocator<std::pair<int, double> > >* std::uninitialized_copy<__gnu_cxx::__normal_iterator<std::vector<std::pair<int, double>, std::allocator<std::pair<int, double> > > const*, std::vector<std::vector<std::pair<int, double>, std::allocator<std::pair<int, double> > >, std::allocator<std::vector<std::pair<int, double>, std::allocator<std::pair<int, double> > > > > >, std::vector<std::pair<int, double>, std::allocator<std::pair<int, double> > >*>(__gnu_cxx::__normal_iterator<std::vector<std::pair<int, double>, std::allocator<std::pair<int, double> > > const*, std::vector<std::vector<std::pair<int, double>, std::allocator<std::pair<int, double> > >, std::allocator<std::vector<std::pair<int, double>, std::allocator<std::pair<int, double> > > > > >, __gnu_cxx::__normal_iterator<std::vector<std::pair<int, double>, std::allocator<std::pair<int, double> > > const*, std::vector<std::vector<std::pair<int, double>, std::allocator<std::pair<int, double> > >, std::allocator<std::vector<std::pair<int, double>, std::allocator<std::pair<int, double> > > > > >, std::vector<std::pair<int, double>, std::allocator<std::pair<int, double> > >*)
 [943] __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >::operator+(long) const [716] std::allocator_traits<std::allocator<std::thread> >::deallocate(std::allocator<std::thread>&, std::thread*, unsigned long) [1005] double* std::uninitialized_copy<__gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, double*>(__gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, __gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, double*)
 [366] __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >::base() const [651] void std::allocator_traits<std::allocator<std::thread> >::destroy<std::thread>(std::allocator<std::thread>&, std::thread*) [45] std::pair<int, double>* std::uninitialized_copy<__gnu_cxx::__normal_iterator<std::pair<int, double>*, std::vector<std::pair<int, double>, std::allocator<std::pair<int, double> > > >, std::pair<int, double>*>(__gnu_cxx::__normal_iterator<std::pair<int, double>*, std::vector<std::pair<int, double>, std::allocator<std::pair<int, double> > > >, __gnu_cxx::__normal_iterator<std::pair<int, double>*, std::vector<std::pair<int, double>, std::allocator<std::pair<int, double> > > >, std::pair<int, double>*)
 [374] __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >::operator*() const [722] std::allocator_traits<std::allocator<std::thread> >::allocate(std::allocator<std::thread>&, unsigned long) [343] std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >* std::uninitialized_copy<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >*>(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >*)
  [17] std::_Hashtable<int, std::pair<int const, double>, std::allocator<std::pair<int const, double> >, std::__detail::_Select1st, std::equal_to<int>, std::hash<int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, false, true> >::_M_find_node(unsigned long, int const&, unsigned long) const [673] std::allocator_traits<std::allocator<std::thread> >::max_size(std::allocator<std::thread> const&) [349] std::pair<double, double>* std::uninitialized_copy<std::pair<double, double> const*, std::pair<double, double>*>(std::pair<double, double> const*, std::pair<double, double> const*, std::pair<double, double>*)
 [139] std::_Hashtable<int, std::pair<int const, double>, std::allocator<std::pair<int const, double> >, std::__detail::_Select1st, std::equal_to<int>, std::hash<int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, false, true> >::_M_bucket_index(std::__detail::_Hash_node_value<std::pair<int const, double>, false> const&) const [143] void std::allocator_traits<std::allocator<std::thread> >::construct<std::thread, void (DeltaSteppingParallel2::*)(std::vector<std::pair<int, double>, std::allocator<std::pair<int, double> > > const&), DeltaSteppingParallel2*, std::vector<std::pair<int, double>, std::allocator<std::pair<int, double> > > >(std::allocator<std::thread>&, std::thread*, void (DeltaSteppingParallel2::*&&)(std::vector<std::pair<int, double>, std::allocator<std::pair<int, double> > > const&), DeltaSteppingParallel2*&&, std::vector<std::pair<int, double>, std::allocator<std::pair<int, double> > >&&) [1155] int* std::uninitialized_copy<int const*, int*>(int const*, int const*, int*)
  [69] std::_Hashtable<int, std::pair<int const, double>, std::allocator<std::pair<int const, double> >, std::__detail::_Select1st, std::equal_to<int>, std::hash<int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, false, true> >::_M_bucket_index(unsigned long) const [329] void std::allocator_traits<std::allocator<std::thread> >::construct<std::thread, std::thread>(std::allocator<std::thread>&, std::thread*, std::thread&&) [615] std::iterator_traits<__gnu_cxx::__normal_iterator<std::pair<int, double>*, std::vector<std::pair<int, double>, std::allocator<std::pair<int, double> > > > >::iterator_category std::__iterator_category<__gnu_cxx::__normal_iterator<std::pair<int, double>*, std::vector<std::pair<int, double>, std::allocator<std::pair<int, double> > > > >(__gnu_cxx::__normal_iterator<std::pair<int, double>*, std::vector<std::pair<int, double>, std::allocator<std::pair<int, double> > > > const&)
  [18] std::_Hashtable<int, std::pair<int const, double>, std::allocator<std::pair<int const, double> >, std::__detail::_Select1st, std::equal_to<int>, std::hash<int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, false, true> >::_M_find_before_node(unsigned long, int const&, unsigned long) const [949] std::allocator_traits<std::allocator<std::vector<std::pair<int, double>, std::allocator<std::pair<int, double> > > > >::deallocate(std::allocator<std::vector<std::pair<int, double>, std::allocator<std::pair<int, double> > > >&, std::vector<std::pair<int, double>, std::allocator<std::pair<int, double> > >*, unsigned long) [1156] std::iterator_traits<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const*>::iterator_category std::__iterator_category<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const*>(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const* const&)
 [523] std::_Hashtable<int, std::pair<int const, double>, std::allocator<std::pair<int const, double> >, std::__detail::_Select1st, std::equal_to<int>, std::hash<int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, false, true> >::_M_uses_single_bucket(std::__detail::_Hash_node_base**) const [1047] std::allocator_traits<std::allocator<std::vector<std::pair<int, double>, std::allocator<std::pair<int, double> > > > >::select_on_container_copy_construction(std::allocator<std::vector<std::pair<int, double>, std::allocator<std::pair<int, double> > > > const&) [1157] std::iterator_traits<std::pair<double, double> const*>::iterator_category std::__iterator_category<std::pair<double, double> const*>(std::pair<double, double> const* const&)
 [120] std::_Hashtable<int, std::pair<int const, double>, std::allocator<std::pair<int const, double> >, std::__detail::_Select1st, std::equal_to<int>, std::hash<int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, false, true> >::end() const [950] std::allocator_traits<std::allocator<std::vector<std::pair<int, double>, std::allocator<std::pair<int, double> > > > >::allocate(std::allocator<std::vector<std::pair<int, double>, std::allocator<std::pair<int, double> > > >&, unsigned long) [1158] std::iterator_traits<int const*>::iterator_category std::__iterator_category<int const*>(int const* const&)
   [8] std::_Hashtable<int, std::pair<int const, double>, std::allocator<std::pair<int const, double> >, std::__detail::_Select1st, std::equal_to<int>, std::hash<int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, false, true> >::find(int const&) const [840] std::allocator_traits<std::allocator<std::vector<std::pair<int, double>, std::allocator<std::pair<int, double> > > > >::max_size(std::allocator<std::vector<std::pair<int, double>, std::allocator<std::pair<int, double> > > > const&) [876] std::iterator_traits<double*>::iterator_category std::__iterator_category<double*>(double* const&)
 [524] std::_Hashtable<int, std::pair<int const, double>, std::allocator<std::pair<int const, double> >, std::__detail::_Select1st, std::equal_to<int>, std::hash<int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, false, true> >::_M_begin() const [817] std::allocator_traits<std::allocator<std::vector<int, std::allocator<int> > > >::deallocate(std::allocator<std::vector<int, std::allocator<int> > >&, std::vector<int, std::allocator<int> >*, unsigned long) [900] std::iterator_traits<int*>::iterator_category std::__iterator_category<int*>(int* const&)
 [624] std::_Vector_base<GraphEdge, std::allocator<GraphEdge> >::_M_get_Tp_allocator() const [818] std::allocator_traits<std::allocator<std::vector<int, std::allocator<int> > > >::allocate(std::allocator<std::vector<int, std::allocator<int> > >&, unsigned long) [54] void std::__relocate_object_a<GraphEdge, GraphEdge, std::allocator<GraphEdge> >(GraphEdge*, GraphEdge*, std::allocator<GraphEdge>&)
 [1021] std::_Vector_base<std::unordered_map<int, double, std::hash<int>, std::equal_to<int>, std::allocator<std::pair<int const, double> > >, std::allocator<std::unordered_map<int, double, std::hash<int>, std::equal_to<int>, std::allocator<std::pair<int const, double> > > > >::get_allocator() const [819] std::allocator_traits<std::allocator<std::vector<int, std::allocator<int> > > >::max_size(std::allocator<std::vector<int, std::allocator<int> > > const&) [32] void std::__relocate_object_a<std::pair<int, double>, std::pair<int, double>, std::allocator<std::pair<int, double> > >(std::pair<int, double>*, std::pair<int, double>*, std::allocator<std::pair<int, double> >&)
 [825] std::_Vector_base<std::unordered_map<int, double, std::hash<int>, std::equal_to<int>, std::allocator<std::pair<int const, double> > >, std::allocator<std::unordered_map<int, double, std::hash<int>, std::equal_to<int>, std::allocator<std::pair<int const, double> > > > >::_M_get_Tp_allocator() const [841] std::allocator_traits<std::allocator<double> >::deallocate(std::allocator<double>&, double*, unsigned long) [331] void std::__relocate_object_a<std::thread, std::thread, std::allocator<std::thread> >(std::thread*, std::thread*, std::allocator<std::thread>&)
 [463] std::_Vector_base<std::pair<int, double>, std::allocator<std::pair<int, double> > >::_M_get_Tp_allocator() const [842] std::allocator_traits<std::allocator<double> >::allocate(std::allocator<double>&, unsigned long) [877] double* std::uninitialized_fill_n<double*, unsigned long, double>(double*, unsigned long, double const&)
 [670] std::_Vector_base<std::thread, std::allocator<std::thread> >::_M_get_Tp_allocator() const [863] std::allocator_traits<std::allocator<double> >::max_size(std::allocator<double> const&) [901] int* std::uninitialized_fill_n<int*, unsigned long, int>(int*, unsigned long, int const&)
 [1022] std::_Vector_base<std::vector<std::pair<int, double>, std::allocator<std::pair<int, double> > >, std::allocator<std::vector<std::pair<int, double>, std::allocator<std::pair<int, double> > > > >::get_allocator() const [159] std::allocator_traits<std::allocator<int> >::deallocate(std::allocator<int>&, int*, unsigned long) [116] std::pair<int, double>* std::__uninitialized_copy_a<__gnu_cxx::__normal_iterator<std::pair<int, double> const*, std::vector<std::pair<int, double>, std::allocator<std::pair<int, double> > > >, std::pair<int, double>*, std::pair<int, double> >(__gnu_cxx::__normal_iterator<std::pair<int, double> const*, std::vector<std::pair<int, double>, std::allocator<std::pair<int, double> > > >, __gnu_cxx::__normal_iterator<std::pair<int, double> const*, std::vector<std::pair<int, double>, std::allocator<std::pair<int, double> > > >, std::pair<int, double>*, std::allocator<std::pair<int, double> >&)
