Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls  ms/call  ms/call  name    
                0.00    0.00  558888/3338763     std::__detail::_Mod_range_hashing::operator()(unsigned long, unsigned long) const [128]
-----------------------------------------------
                0.02    0.01 1038500/1038500     std::mutex::unlock() [84]
[102]    1.0    0.02    0.01 1038500         __gthread_mutex_unlock(pthread_mutex_t*) [102]
                0.01    0.00 1064805/2058914     __gthread_active_p() [150]
-----------------------------------------------
                0.01    0.00 2443068/7329204     void std::__relocate_object_a<GraphEdge, GraphEdge, std::allocator<GraphEdge> >(GraphEdge*, GraphEdge*, std::allocator<GraphEdge>&) [54]
                0.02    0.00 4886136/7329204     GraphEdge* std::__relocate_a_1<GraphEdge*, GraphEdge*, std::allocator<GraphEdge> >(GraphEdge*, GraphEdge*, GraphEdge*, std::allocator<GraphEdge>&) [51]
[103]    1.0    0.03    0.00 7329204         GraphEdge* std::__addressof<GraphEdge>(GraphEdge&) [103]
-----------------------------------------------
                0.03    0.00 3106017/3106017     decltype ((get<0>)((forward<std::pair<int const, double> const&>)({parm#1}))) std::__detail::_Select1st::operator()<std::pair<int const, double> const&>(std::pair<int const, double> const&) const [68]
[104]    1.0    0.03    0.00 3106017         std::pair<int const, double> const& std::forward<std::pair<int const, double> const&>(std::remove_reference<std::pair<int const, double> const&>::type&) [104]
-----------------------------------------------
                0.01    0.00  898205/1964617     dijkstra(Graph const&, int) [37]
                0.01    0.00 1066412/1964617     std::pair<int, double>* std::__uninitialized_copy<false>::__uninit_copy<__gnu_cxx::__normal_iterator<std::pair<int, double>*, std::vector<std::pair<int, double>, std::allocator<std::pair<int, double> > > >, std::pair<int, double>*>(__gnu_cxx::__normal_iterator<std::pair<int, double>*, std::vector<std::pair<int, double>, std::allocator<std::pair<int, double> > > >, __gnu_cxx::__normal_iterator<std::pair<int, double>*, std::vector<std::pair<int, double>, std::allocator<std::pair<int, double> > > >, std::pair<int, double>*) [46]
[105]    1.0    0.03    0.00 1964617         __gnu_cxx::__normal_iterator<std::pair<int, double>*, std::vector<std::pair<int, double>, std::allocator<std::pair<int, double> > > >::operator++() [105]
-----------------------------------------------
                0.00    0.00  263872/1858574     DeltaSteppingSequential::initialize() [67]
                0.01    0.00  539214/1858574     DeltaSteppingSequential::processEdgeTasks(std::vector<GraphEdge, std::allocator<GraphEdge> >&) [119]
                0.01    0.00 1055488/1858574     DeltaSteppingParallel2::classifyEdges() [20]
[106]    1.0    0.02    0.00 1858574         bool __gnu_cxx::operator!=<GraphEdge*, std::vector<GraphEdge, std::allocator<GraphEdge> > >(__gnu_cxx::__normal_iterator<GraphEdge*, std::vector<GraphEdge, std::allocator<GraphEdge> > > const&, __gnu_cxx::__normal_iterator<GraphEdge*, std::vector<GraphEdge, std::allocator<GraphEdge> > > const&) [106]
                0.00    0.00 3717148/3720208     __gnu_cxx::__normal_iterator<GraphEdge*, std::vector<GraphEdge, std::allocator<GraphEdge> > >::base() const [221]
-----------------------------------------------
                0.00    0.02    1400/1400        std::vector<std::pair<int, double>, std::allocator<std::pair<int, double> > >* std::__uninitialized_copy<false>::__uninit_copy<__gnu_cxx::__normal_iterator<std::vector<std::pair<int, double>, std::allocator<std::pair<int, double> > > const*, std::vector<std::vector<std::pair<int, double>, std::allocator<std::pair<int, double> > >, std::allocator<std::vector<std::pair<int, double>, std::allocator<std::pair<int, double> > > > > >, std::vector<std::pair<int, double>, std::allocator<std::pair<int, double> > >*>(__gnu_cxx::__normal_iterator<std::vector<std::pair<int, double>, std::allocator<std::pair<int, double> > > const*, std::vector<std::vector<std::pair<int, double>, std::allocator<std::pair<int, double> > >, std::allocator<std::vector<std::pair<int, double>, std::allocator<std::pair<int, double> > > > > >, __gnu_cxx::__normal_iterator<std::vector<std::pair<int, double>, std::allocator<std::pair<int, double> > > const*, std::vector<std::vector<std::pair<int, double>, std::allocator<std::pair<int, double> > >, std::allocator<std::vector<std::pair<int, double>, std::allocator<std::pair<int, double> > > > > >, std::vector<std::pair<int, double>, std::allocator<std::pair<int, double> > >*) [109]
[107]    1.0    0.00    0.02    1400         void std::_Construct<std::vector<std::pair<int, double>, std::allocator<std::pair<int, double> > >, std::vector<std::pair<int, double>, std::allocator<std::pair<int, double> > > const&>(std::vector<std::pair<int, double>, std::allocator<std::pair<int, double> > >*, std::vector<std::pair<int, double>, std::allocator<std::pair<int, double> > > const&) [107]
                0.00    0.02    1400/1400        std::vector<std::pair<int, double>, std::allocator<std::pair<int, double> > >::vector(std::vector<std::pair<int, double>, std::allocator<std::pair<int, double> > > const&) [114]
                0.00    0.00    1400/13253562     operator new(unsigned long, void*) [70]
                0.00    0.00    1400/1400        std::vector<std::pair<int, double>, std::allocator<std::pair<int, double> > > const& std::forward<std::vector<std::pair<int, double>, std::allocator<std::pair<int, double> > > const&>(std::remove_reference<std::vector<std::pair<int, double>, std::allocator<std::pair<int, double> > > const&>::type&) [636]
-----------------------------------------------
                0.00    0.02       4/4           dijkstra(Graph const&, int) [37]
[108]    1.0    0.00    0.02       4         Graph::getAdjacencyList() const [108]
                0.00    0.02       4/4           std::vector<std::vector<std::pair<int, double>, std::allocator<std::pair<int, double> > >, std::allocator<std::vector<std::pair<int, double>, std::allocator<std::pair<int, double> > > > >::vector(std::vector<std::vector<std::pair<int, double>, std::allocator<std::pair<int, double> > >, std::allocator<std::vector<std::pair<int, double>, std::allocator<std::pair<int, double> > > > > const&) [110]
-----------------------------------------------
                0.00    0.02       4/4           std::vector<std::pair<int, double>, std::allocator<std::pair<int, double> > >* std::uninitialized_copy<__gnu_cxx::__normal_iterator<std::vector<std::pair<int, double>, std::allocator<std::pair<int, double> > > const*, std::vector<std::vector<std::pair<int, double>, std::allocator<std::pair<int, double> > >, std::allocator<std::vector<std::pair<int, double>, std::allocator<std::pair<int, double> > > > > >, std::vector<std::pair<int, double>, std::allocator<std::pair<int, double> > >*>(__gnu_cxx::__normal_iterator<std::vector<std::pair<int, double>, std::allocator<std::pair<int, double> > > const*, std::vector<std::vector<std::pair<int, double>, std::allocator<std::pair<int, double> > >, std::allocator<std::vector<std::pair<int, double>, std::allocator<std::pair<int, double> > > > > >, __gnu_cxx::__normal_iterator<std::vector<std::pair<int, double>, std::allocator<std::pair<int, double> > > const*, std::vector<std::vector<std::pair<int, double>, std::allocator<std::pair<int, double> > >, std::allocator<std::vector<std::pair<int, double>, std::allocator<std::pair<int, double> > > > > >, std::vector<std::pair<int, double>, std::allocator<std::pair<int, double> > >*) [111]
[109]    1.0    0.00    0.02       4         std::vector<std::pair<int, double>, std::allocator<std::pair<int, double> > >* std::__uninitialized_copy<false>::__uninit_copy<__gnu_cxx::__normal_iterator<std::vector<std::pair<int, double>, std::allocator<std::pair<int, double> > > const*, std::vector<std::vector<std::pair<int, double>, std::allocator<std::pair<int, double> > >, std::allocator<std::vector<std::pair<int, double>, std::allocator<std::pair<int, double> > > > > >, std::vector<std::pair<int, double>, std::allocator<std::pair<int, double> > >*>(__gnu_cxx::__normal_iterator<std::vector<std::pair<int, double>, std::allocator<std::pair<int, double> > > const*, std::vector<std::vector<std::pair<int, double>, std::allocator<std::pair<int, double> > >, std::allocator<std::vector<std::pair<int, double>, std::allocator<std::pair<int, double> > > > > >, __gnu_cxx::__normal_iterator<std::vector<std::pair<int, double>, std::allocator<std::pair<int, double> > > const*, std::vector<std::vector<std::pair<int, double>, std::allocator<std::pair<int, double> > >, std::allocator<std::vector<std::pair<int, double>, std::allocator<std::pair<int, double> > > > > >, std::vector<std::pair<int, double>, std::allocator<std::pair<int, double> > >*) [109]
                0.00    0.02    1400/1400        void std::_Construct<std::vector<std::pair<int, double>, std::allocator<std::pair<int, double> > >, std::vector<std::pair<int, double>, std::allocator<std::pair<int, double> > > const&>(std::vector<std::pair<int, double>, std::allocator<std::pair<int, double> > >*, std::vector<std::pair<int, double>, std::allocator<std::pair<int, double> > > const&) [107]
                0.00    0.00    1404/1404        bool __gnu_cxx::operator!=<std::vector<std::pair<int, double>, std::allocator<std::pair<int, double> > > const*, std::vector<std::vector<std::pair<int, double>, std::allocator<std::pair<int, double> > >, std::allocator<std::vector<std::pair<int, double>, std::allocator<std::pair<int, double> > > > > >(__gnu_cxx::__normal_iterator<std::vector<std::pair<int, double>, std::allocator<std::pair<int, double> > > const*, std::vector<std::vector<std::pair<int, double>, std::allocator<std::pair<int, double> > >, std::allocator<std::vector<std::pair<int, double>, std::allocator<std::pair<int, double> > > > > > const&, __gnu_cxx::__normal_iterator<std::vector<std::pair<int, double>, std::allocator<std::pair<int, double> > > const*, std::vector<std::vector<std::pair<int, double>, std::allocator<std::pair<int, double> > >, std::allocator<std::vector<std::pair<int, double>, std::allocator<std::pair<int, double> > > > > > const&) [629]
                0.00    0.00    1400/1400        __gnu_cxx::__normal_iterator<std::vector<std::pair<int, double>, std::allocator<std::pair<int, double> > > const*, std::vector<std::vector<std::pair<int, double>, std::allocator<std::pair<int, double> > >, std::allocator<std::vector<std::pair<int, double>, std::allocator<std::pair<int, double> > > > > >::operator*() const [632]
                0.00    0.00    1400/8400        std::vector<std::pair<int, double>, std::allocator<std::pair<int, double> > >* std::__addressof<std::vector<std::pair<int, double>, std::allocator<std::pair<int, double> > > >(std::vector<std::pair<int, double>, std::allocator<std::pair<int, double> > >&) [520]
                0.00    0.00    1400/1400        __gnu_cxx::__normal_iterator<std::vector<std::pair<int, double>, std::allocator<std::pair<int, double> > > const*, std::vector<std::vector<std::pair<int, double>, std::allocator<std::pair<int, double> > >, std::allocator<std::vector<std::pair<int, double>, std::allocator<std::pair<int, double> > > > > >::operator++() [631]
-----------------------------------------------
                0.00    0.02       4/4           Graph::getAdjacencyList() const [108]
[110]    1.0    0.00    0.02       4         std::vector<std::vector<std::pair<int, double>, std::allocator<std::pair<int, double> > >, std::allocator<std::vector<std::pair<int, double>, std::allocator<std::pair<int, double> > > > >::vector(std::vector<std::vector<std::pair<int, double>, std::allocator<std::pair<int, double> > >, std::allocator<std::vector<std::pair<int, double>, std::allocator<std::pair<int, double> > > > > const&) [110]
                0.00    0.02       4/4           std::vector<std::pair<int, double>, std::allocator<std::pair<int, double> > >* std::__uninitialized_copy_a<__gnu_cxx::__normal_iterator<std::vector<std::pair<int, double>, std::allocator<std::pair<int, double> > > const*, std::vector<std::vector<std::pair<int, double>, std::allocator<std::pair<int, double> > >, std::allocator<std::vector<std::pair<int, double>, std::allocator<std::pair<int, double> > > > > >, std::vector<std::pair<int, double>, std::allocator<std::pair<int, double> > >*, std::vector<std::pair<int, double>, std::allocator<std::pair<int, double> > > >(__gnu_cxx::__normal_iterator<std::vector<std::pair<int, double>, std::allocator<std::pair<int, double> > > const*, std::vector<std::vector<std::pair<int, double>, std::allocator<std::pair<int, double> > >, std::allocator<std::vector<std::pair<int, double>, std::allocator<std::pair<int, double> > > > > >, __gnu_cxx::__normal_iterator<std::vector<std::pair<int, double>, std::allocator<std::pair<int, double> > > const*, std::vector<std::vector<std::pair<int, double>, std::allocator<std::pair<int, double> > >, std::allocator<std::vector<std::pair<int, double>, std::allocator<std::pair<int, double> > > > > >, std::vector<std::pair<int, double>, std::allocator<std::pair<int, double> > >*, std::allocator<std::vector<std::pair<int, double>, std::allocator<std::pair<int, double> > > >&) [112]
                0.00    0.00       4/40          std::_Vector_base<std::vector<std::pair<int, double>, std::allocator<std::pair<int, double> > >, std::allocator<std::vector<std::pair<int, double>, std::allocator<std::pair<int, double> > > > >::_M_get_Tp_allocator() const [806]
                0.00    0.00       4/4           __gnu_cxx::__alloc_traits<std::allocator<std::vector<std::pair<int, double>, std::allocator<std::pair<int, double> > > >, std::vector<std::pair<int, double>, std::allocator<std::pair<int, double> > > >::_S_select_on_copy(std::allocator<std::vector<std::pair<int, double>, std::allocator<std::pair<int, double> > > > const&) [1013]
                0.00    0.00       4/60          std::vector<std::vector<std::pair<int, double>, std::allocator<std::pair<int, double> > >, std::allocator<std::vector<std::pair<int, double>, std::allocator<std::pair<int, double> > > > >::size() const [768]
                0.00    0.00       4/4           std::_Vector_base<std::vector<std::pair<int, double>, std::allocator<std::pair<int, double> > >, std::allocator<std::vector<std::pair<int, double>, std::allocator<std::pair<int, double> > > > >::_Vector_base(unsigned long, std::allocator<std::vector<std::pair<int, double>, std::allocator<std::pair<int, double> > > > const&) [1040]
                0.00    0.00       4/24          std::allocator<std::vector<std::pair<int, double>, std::allocator<std::pair<int, double> > > >::~allocator() [854]
                0.00    0.00       4/44          std::_Vector_base<std::vector<std::pair<int, double>, std::allocator<std::pair<int, double> > >, std::allocator<std::vector<std::pair<int, double>, std::allocator<std::pair<int, double> > > > >::_M_get_Tp_allocator() [791]
                0.00    0.00       4/4           std::vector<std::vector<std::pair<int, double>, std::allocator<std::pair<int, double> > >, std::allocator<std::vector<std::pair<int, double>, std::allocator<std::pair<int, double> > > > >::end() const [1025]
                0.00    0.00       4/4           std::vector<std::vector<std::pair<int, double>, std::allocator<std::pair<int, double> > >, std::allocator<std::vector<std::pair<int, double>, std::allocator<std::pair<int, double> > > > >::begin() const [1026]
-----------------------------------------------
                0.00    0.02       4/4           std::vector<std::pair<int, double>, std::allocator<std::pair<int, double> > >* std::__uninitialized_copy_a<__gnu_cxx::__normal_iterator<std::vector<std::pair<int, double>, std::allocator<std::pair<int, double> > > const*, std::vector<std::vector<std::pair<int, double>, std::allocator<std::pair<int, double> > >, std::allocator<std::vector<std::pair<int, double>, std::allocator<std::pair<int, double> > > > > >, std::vector<std::pair<int, double>, std::allocator<std::pair<int, double> > >*, std::vector<std::pair<int, double>, std::allocator<std::pair<int, double> > > >(__gnu_cxx::__normal_iterator<std::vector<std::pair<int, double>, std::allocator<std::pair<int, double> > > const*, std::vector<std::vector<std::pair<int, double>, std::allocator<std::pair<int, double> > >, std::allocator<std::vector<std::pair<int, double>, std::allocator<std::pair<int, double> > > > > >, __gnu_cxx::__normal_iterator<std::vector<std::pair<int, double>, std::allocator<std::pair<int, double> > > const*, std::vector<std::vector<std::pair<int, double>, std::allocator<std::pair<int, double> > >, std::allocator<std::vector<std::pair<int, double>, std::allocator<std::pair<int, double> > > > > >, std::vector<std::pair<int, double>, std::allocator<std::pair<int, double> > >*, std::allocator<std::vector<std::pair<int, double>, std::allocator<std::pair<int, double> > > >&) [112]
[111]    1.0    0.00    0.02       4         std::vector<std::pair<int, double>, std::allocator<std::pair<int, double> > >* std::uninitialized_copy<__gnu_cxx::__normal_iterator<std::vector<std::pair<int, double>, std::allocator<std::pair<int, double> > > const*, std::vector<std::vector<std::pair<int, double>, std::allocator<std::pair<int, double> > >, std::allocator<std::vector<std::pair<int, double>, std::allocator<std::pair<int, double> > > > > >, std::vector<std::pair<int, double>, std::allocator<std::pair<int, double> > >*>(__gnu_cxx::__normal_iterator<std::vector<std::pair<int, double>, std::allocator<std::pair<int, double> > > const*, std::vector<std::vector<std::pair<int, double>, std::allocator<std::pair<int, double> > >, std::allocator<std::vector<std::pair<int, double>, std::allocator<std::pair<int, double> > > > > >, __gnu_cxx::__normal_iterator<std::vector<std::pair<int, double>, std::allocator<std::pair<int, double> > > const*, std::vector<std::vector<std::pair<int, double>, std::allocator<std::pair<int, double> > >, std::allocator<std::vector<std::pair<int, double>, std::allocator<std::pair<int, double> > > > > >, std::vector<std::pair<int, double>, std::allocator<std::pair<int, double> > >*) [111]
                0.00    0.02       4/4           std::vector<std::pair<int, double>, std::allocator<std::pair<int, double> > >* std::__uninitialized_copy<false>::__uninit_copy<__gnu_cxx::__normal_iterator<std::vector<std::pair<int, double>, std::allocator<std::pair<int, double> > > const*, std::vector<std::vector<std::pair<int, double>, std::allocator<std::pair<int, double> > >, std::allocator<std::vector<std::pair<int, double>, std::allocator<std::pair<int, double> > > > > >, std::vector<std::pair<int, double>, std::allocator<std::pair<int, double> > >*>(__gnu_cxx::__normal_iterator<std::vector<std::pair<int, double>, std::allocator<std::pair<int, double> > > const*, std::vector<std::vector<std::pair<int, double>, std::allocator<std::pair<int, double> > >, std::allocator<std::vector<std::pair<int, double>, std::allocator<std::pair<int, double> > > > > >, __gnu_cxx::__normal_iterator<std::vector<std::pair<int, double>, std::allocator<std::pair<int, double> > > const*, std::vector<std::vector<std::pair<int, double>, std::allocator<std::pair<int, double> > >, std::allocator<std::vector<std::pair<int, double>, std::allocator<std::pair<int, double> > > > > >, std::vector<std::pair<int, double>, std::allocator<std::pair<int, double> > >*) [109]
-----------------------------------------------
                0.00    0.02       4/4           std::vector<std::vector<std::pair<int, double>, std::allocator<std::pair<int, double> > >, std::allocator<std::vector<std::pair<int, double>, std::allocator<std::pair<int, double> > > > >::vector(std::vector<std::vector<std::pair<int, double>, std::allocator<std::pair<int, double> > >, std::allocator<std::vector<std::pair<int, double>, std::allocator<std::pair<int, double> > > > > const&) [110]
[112]    1.0    0.00    0.02       4         std::vector<std::pair<int, double>, std::allocator<std::pair<int, double> > >* std::__uninitialized_copy_a<__gnu_cxx::__normal_iterator<std::vector<std::pair<int, double>, std::allocator<std::pair<int, double> > > const*, std::vector<std::vector<std::pair<int, double>, std::allocator<std::pair<int, double> > >, std::allocator<std::vector<std::pair<int, double>, std::allocator<std::pair<int, double> > > > > >, std::vector<std::pair<int, double>, std::allocator<std::pair<int, double> > >*, std::vector<std::pair<int, double>, std::allocator<std::pair<int, double> > > >(__gnu_cxx::__normal_iterator<std::vector<std::pair<int, double>, std::allocator<std::pair<int, double> > > const*, std::vector<std::vector<std::pair<int, double>, std::allocator<std::pair<int, double> > >, std::allocator<std::vector<std::pair<int, double>, std::allocator<std::pair<int, double> > > > > >, __gnu_cxx::__normal_iterator<std::vector<std::pair<int, double>, std::allocator<std::pair<int, double> > > const*, std::vector<std::vector<std::pair<int, double>, std::allocator<std::pair<int, double> > >, std::allocator<std::vector<std::pair<int, double>, std::allocator<std::pair<int, double> > > > > >, std::vector<std::pair<int, double>, std::allocator<std::pair<int, double> > >*, std::allocator<std::vector<std::pair<int, double>, std::allocator<std::pair<int, double> > > >&) [112]
                0.00    0.02       4/4           std::vector<std::pair<int, double>, std::allocator<std::pair<int, double> > >* std::uninitialized_copy<__gnu_cxx::__normal_iterator<std::vector<std::pair<int, double>, std::allocator<std::pair<int, double> > > const*, std::vector<std::vector<std::pair<int, double>, std::allocator<std::pair<int, double> > >, std::allocator<std::vector<std::pair<int, double>, std::allocator<std::pair<int, double> > > > > >, std::vector<std::pair<int, double>, std::allocator<std::pair<int, double> > >*>(__gnu_cxx::__normal_iterator<std::vector<std::pair<int, double>, std::allocator<std::pair<int, double> > > const*, std::vector<std::vector<std::pair<int, double>, std::allocator<std::pair<int, double> > >, std::allocator<std::vector<std::pair<int, double>, std::allocator<std::pair<int, double> > > > > >, __gnu_cxx::__normal_iterator<std::vector<std::pair<int, double>, std::allocator<std::pair<int, double> > > const*, std::vector<std::vector<std::pair<int, double>, std::allocator<std::pair<int, double> > >, std::allocator<std::vector<std::pair<int, double>, std::allocator<std::pair<int, double> > > > > >, std::vector<std::pair<int, double>, std::allocator<std::pair<int, double> > >*) [111]
-----------------------------------------------
                0.00    0.02    1400/1400        std::pair<int, double>* std::uninitialized_copy<__gnu_cxx::__normal_iterator<std::pair<int, double> const*, std::vector<std::pair<int, double>, std::allocator<std::pair<int, double> > > >, std::pair<int, double>*>(__gnu_cxx::__normal_iterator<std::pair<int, double> const*, std::vector<std::pair<int, double>, std::allocator<std::pair<int, double> > > >, __gnu_cxx::__normal_iterator<std::pair<int, double> const*, std::vector<std::pair<int, double>, std::allocator<std::pair<int, double> > > >, std::pair<int, double>*) [115]
[113]    1.0    0.00    0.02    1400         std::pair<int, double>* std::__uninitialized_copy<false>::__uninit_copy<__gnu_cxx::__normal_iterator<std::pair<int, double> const*, std::vector<std::pair<int, double>, std::allocator<std::pair<int, double> > > >, std::pair<int, double>*>(__gnu_cxx::__normal_iterator<std::pair<int, double> const*, std::vector<std::pair<int, double>, std::allocator<std::pair<int, double> > > >, __gnu_cxx::__normal_iterator<std::pair<int, double> const*, std::vector<std::pair<int, double>, std::allocator<std::pair<int, double> > > >, std::pair<int, double>*) [113]
                0.02    0.00  263868/263868      void std::_Construct<std::pair<int, double>, std::pair<int, double> const&>(std::pair<int, double>*, std::pair<int, double> const&) [121]
                0.00    0.00  265268/2471057     bool __gnu_cxx::operator!=<std::pair<int, double> const*, std::vector<std::pair<int, double>, std::allocator<std::pair<int, double> > > >(__gnu_cxx::__normal_iterator<std::pair<int, double> const*, std::vector<std::pair<int, double>, std::allocator<std::pair<int, double> > > > const&, __gnu_cxx::__normal_iterator<std::pair<int, double> const*, std::vector<std::pair<int, double>, std::allocator<std::pair<int, double> > > > const&) [137]
                0.00    0.00  263868/2473355     __gnu_cxx::__normal_iterator<std::pair<int, double> const*, std::vector<std::pair<int, double>, std::allocator<std::pair<int, double> > > >::operator++() [149]
                0.00    0.00  263868/11620945     std::pair<int, double>* std::__addressof<std::pair<int, double> >(std::pair<int, double>&) [83]
                0.00    0.00  263868/2558330     __gnu_cxx::__normal_iterator<std::pair<int, double> const*, std::vector<std::pair<int, double>, std::allocator<std::pair<int, double> > > >::operator*() const [361]
-----------------------------------------------
                0.00    0.02    1400/1400        void std::_Construct<std::vector<std::pair<int, double>, std::allocator<std::pair<int, double> > >, std::vector<std::pair<int, double>, std::allocator<std::pair<int, double> > > const&>(std::vector<std::pair<int, double>, std::allocator<std::pair<int, double> > >*, std::vector<std::pair<int, double>, std::allocator<std::pair<int, double> > > const&) [107]
[114]    1.0    0.00    0.02    1400         std::vector<std::pair<int, double>, std::allocator<std::pair<int, double> > >::vector(std::vector<std::pair<int, double>, std::allocator<std::pair<int, double> > > const&) [114]
                0.00    0.02    1400/1400        std::pair<int, double>* std::__uninitialized_copy_a<__gnu_cxx::__normal_iterator<std::pair<int, double> const*, std::vector<std::pair<int, double>, std::allocator<std::pair<int, double> > > >, std::pair<int, double>*, std::pair<int, double> >(__gnu_cxx::__normal_iterator<std::pair<int, double> const*, std::vector<std::pair<int, double>, std::allocator<std::pair<int, double> > > >, __gnu_cxx::__normal_iterator<std::pair<int, double> const*, std::vector<std::pair<int, double>, std::allocator<std::pair<int, double> > > >, std::pair<int, double>*, std::allocator<std::pair<int, double> >&) [116]
                0.00    0.00    1400/23706       std::_Vector_base<std::pair<int, double>, std::allocator<std::pair<int, double> > >::_M_get_Tp_allocator() const [463]
                0.00    0.00    1400/1400        __gnu_cxx::__alloc_traits<std::allocator<std::pair<int, double> >, std::pair<int, double> >::_S_select_on_copy(std::allocator<std::pair<int, double> > const&) [630]
                0.00    0.00    1400/46518       std::vector<std::pair<int, double>, std::allocator<std::pair<int, double> > >::size() const [442]
                0.00    0.00    1400/1400        std::_Vector_base<std::pair<int, double>, std::allocator<std::pair<int, double> > >::_Vector_base(unsigned long, std::allocator<std::pair<int, double> > const&) [634]
                0.00    0.00    1400/31566       std::_Vector_base<std::pair<int, double>, std::allocator<std::pair<int, double> > >::_M_get_Tp_allocator() [450]
                0.00    0.00    1400/9212        std::allocator<std::pair<int, double> >::~allocator() [518]
                0.00    0.00    1400/12248       std::vector<std::pair<int, double>, std::allocator<std::pair<int, double> > >::end() const [508]
                0.00    0.00    1400/15559       std::vector<std::pair<int, double>, std::allocator<std::pair<int, double> > >::begin() const [486]
-----------------------------------------------
                0.00    0.02    1400/1400        std::pair<int, double>* std::__uninitialized_copy_a<__gnu_cxx::__normal_iterator<std::pair<int, double> const*, std::vector<std::pair<int, double>, std::allocator<std::pair<int, double> > > >, std::pair<int, double>*, std::pair<int, double> >(__gnu_cxx::__normal_iterator<std::pair<int, double> const*, std::vector<std::pair<int, double>, std::allocator<std::pair<int, double> > > >, __gnu_cxx::__normal_iterator<std::pair<int, double> const*, std::vector<std::pair<int, double>, std::allocator<std::pair<int, double> > > >, std::pair<int, double>*, std::allocator<std::pair<int, double> >&) [116]
[115]    1.0    0.00    0.02    1400         std::pair<int, double>* std::uninitialized_copy<__gnu_cxx::__normal_iterator<std::pair<int, double> const*, std::vector<std::pair<int, double>, std::allocator<std::pair<int, double> > > >, std::pair<int, double>*>(__gnu_cxx::__normal_iterator<std::pair<int, double> const*, std::vector<std::pair<int, double>, std::allocator<std::pair<int, double> > > >, __gnu_cxx::__normal_iterator<std::pair<int, double> const*, std::vector<std::pair<int, double>, std::allocator<std::pair<int, double> > > >, std::pair<int, double>*) [115]
                0.00    0.02    1400/1400        std::pair<int, double>* std::__uninitialized_copy<false>::__uninit_copy<__gnu_cxx::__normal_iterator<std::pair<int, double> const*, std::vector<std::pair<int, double>, std::allocator<std::pair<int, double> > > >, std::pair<int, double>*>(__gnu_cxx::__normal_iterator<std::pair<int, double> const*, std::vector<std::pair<int, double>, std::allocator<std::pair<int, double> > > >, __gnu_cxx::__normal_iterator<std::pair<int, double> const*, std::vector<std::pair<int, double>, std::allocator<std::pair<int, double> > > >, std::pair<int, double>*) [113]
-----------------------------------------------
                0.00    0.02    1400/1400        std::vector<std::pair<int, double>, std::allocator<std::pair<int, double> > >::vector(std::vector<std::pair<int, double>, std::allocator<std::pair<int, double> > > const&) [114]
[116]    1.0    0.00    0.02    1400         std::pair<int, double>* std::__uninitialized_copy_a<__gnu_cxx::__normal_iterator<std::pair<int, double> const*, std::vector<std::pair<int, double>, std::allocator<std::pair<int, double> > > >, std::pair<int, double>*, std::pair<int, double> >(__gnu_cxx::__normal_iterator<std::pair<int, double> const*, std::vector<std::pair<int, double>, std::allocator<std::pair<int, double> > > >, __gnu_cxx::__normal_iterator<std::pair<int, double> const*, std::vector<std::pair<int, double>, std::allocator<std::pair<int, double> > > >, std::pair<int, double>*, std::allocator<std::pair<int, double> >&) [116]
                0.00    0.02    1400/1400        std::pair<int, double>* std::uninitialized_copy<__gnu_cxx::__normal_iterator<std::pair<int, double> const*, std::vector<std::pair<int, double>, std::allocator<std::pair<int, double> > > >, std::pair<int, double>*>(__gnu_cxx::__normal_iterator<std::pair<int, double> const*, std::vector<std::pair<int, double>, std::allocator<std::pair<int, double> > > >, __gnu_cxx::__normal_iterator<std::pair<int, double> const*, std::vector<std::pair<int, double>, std::allocator<std::pair<int, double> > > >, std::pair<int, double>*) [115]
-----------------------------------------------
                0.01    0.01 1113562/1113562     std::pair<int, double>* std::__uninitialized_copy<false>::__uninit_copy<__gnu_cxx::__normal_iterator<std::pair<int, double>*, std::vector<std::pair<int, double>, std::allocator<std::pair<int, double> > > >, std::pair<int, double>*>(__gnu_cxx::__normal_iterator<std::pair<int, double>*, std::vector<std::pair<int, double>, std::allocator<std::pair<int, double> > > >, __gnu_cxx::__normal_iterator<std::pair<int, double>*, std::vector<std::pair<int, double>, std::allocator<std::pair<int, double> > > >, std::pair<int, double>*) [46]
[117]    1.0    0.01    0.01 1113562         void std::_Construct<std::pair<int, double>, std::pair<int, double>&>(std::pair<int, double>*, std::pair<int, double>&) [117]
                0.01    0.00 1098748/1098748     std::pair<int, double>& std::forward<std::pair<int, double>&>(std::remove_reference<std::pair<int, double>&>::type&) [205]
                0.00    0.00 1117670/13253562     operator new(unsigned long, void*) [70]
-----------------------------------------------
                0.02    0.00 2511318/2511318     Graph::getEdgeWeight(int, int) const [6]
[118]    1.0    0.02    0.00 2511318         std::__detail::_Node_const_iterator<std::pair<int const, double>, false, false>::operator->() const [118]
                0.00    0.00 2511318/3302862     __gnu_cxx::__aligned_buffer<std::pair<int const, double> >::_M_ptr() [198]
-----------------------------------------------
                0.00    0.02      76/76          DeltaSteppingSequential::processBucket() [25]
[119]    0.9    0.00    0.02      76         DeltaSteppingSequential::processEdgeTasks(std::vector<GraphEdge, std::allocator<GraphEdge> >&) [119]
