Vertex	Dijkstra	DeltaStepping	ParallelDeltaStepping
5257	13.3087	13.3087	13.3087
5258	21.9856	21.9856	21.9856
5259	27.9522	27.9522	27.9522
5260	30.927	30.927	30.927
5261	23.1693	23.1693	23.1693
5262	24.0496	24.0496	24.0496
5263	27.0516	27.0516	27.0516
5264	22.9691	22.9691	22.9691
5265	28.0411	28.0411	28.0411
5266	24.8546	24.8546	24.8546
5267	17.5157	17.5157	17.5157
5268	25.7824	25.7824	25.7824
5269	19.2888	19.2888	19.2888
5270	17.7137	17.7137	17.7137
5271	26.211	26.211	26.211
5272	28.736	28.736	28.736
5273	29.4037	29.4037	29.4037
5274	18.4742	18.4742	18.4742
5275	31.0587	31.0587	31.0587
5276	23.4055	23.4055	23.4055
5277	27.1273	27.1273	27.1273
5278	25.1458	25.1458	25.1458
5279	23.2893	23.2893	23.2893
5280	26.2122	26.2122	26.2122
5281	24.291	24.291	24.291
5282	25.1726	25.1726	25.1726
5283	25.5501	25.5501	25.5501
5284	20.7405	20.7405	20.7405
5285	25.6173	25.6173	25.6173
5286	26.3436	26.3436	26.3436
5287	22.9979	22.9979	22.9979
5288	16.6214	16.6214	16.6214
5289	20.7556	20.7556	20.7556
5290	26.2339	26.2339	26.2339
5291	22.2153	22.2153	22.2153
5292	24.5188	24.5188	24.5188
5293	24.5851	24.5851	24.5851
5294	28.9456	28.9456	28.9456
5295	25.0088	25.0088	25.0088
5296	18.6302	18.6302	18.6302
5297	28.0318	28.0318	28.0318
5298	25.2725	25.2725	25.2725
5299	22.5364	22.5364	22.5364
5300	24.6269	24.6269	24.6269
5301	16.7633	16.7633	16.7633
5302	19.5348	19.5348	19.5348
5303	27.0093	27.0093	27.0093
5304	25.2251	25.2251	25.2251
5305	20.4557	20.4557	20.4557
5306	25.5804	25.5804	25.5804
5307	25.0603	25.0603	25.0603
5308	25.1893	25.1893	25.1893
5309	27.7893	27.7893	27.7893
5310	24.0899	24.0899	24.0899
5311	21.4491	21.4491	21.4491
5312	25.3804	25.3804	25.3804
5313	15.8628	15.8628	15.8628
5314	26.2609	26.2609	26.2609
5315	25.9342	25.9342	25.9342
5316	20.8837	20.8837	20.8837
5317	29.3248	29.3248	29.3248
5318	20.9587	20.9587	20.9587
5319	1.79769e+308	inf	inf
5320	23.4196	23.4196	23.4196
5321	25.1814	25.1814	25.1814
5322	22.9851	22.9851	22.9851
5323	28.0644	28.0644	28.0644
5324	25.3095	25.3095	25.3095
5325	21.3513	21.3513	21.3513
5326	25.1486	25.1486	25.1486
5327	19.1654	19.1654	19.1654
5328	21.6417	21.6417	21.6417
5329	26.809	26.809	26.809
5330	23.7177	23.7177	23.7177
5331	23.4278	23.4278	23.4278
5332	23.934	23.934	23.934
5333	26.7385	26.7385	26.7385
5334	25.5552	25.5552	25.5552
5335	20.0135	20.0135	20.0135
5336	19.5109	19.5109	19.5109
5337	35.6475	35.6475	35.6475
5338	1.79769e+308	inf	inf
5339	30.453	30.453	30.453
5340	19.3022	19.3022	19.3022
5341	25.5055	25.5055	25.5055
5342	24.3631	24.3631	24.3631
5343	25.7595	25.7595	25.7595
5344	21.4569	21.4569	21.4569
5345	23.6693	23.6693	23.6693
5346	22.9406	22.9406	22.9406
5347	21.5955	21.5955	21.5955
5348	24.733	24.733	24.733
5349	21.424	21.424	21.424
5350	25.3072	25.3072	25.3072
5351	19.4654	19.4654	19.4654
5352	18.8762	18.8762	18.8762
5353	33.6503	33.6503	33.6503
5354	28.3264	28.3264	28.3264
5355	23.2323	23.2323	23.2323
5356	24.5596	24.5596	24.5596
5357	24.1603	24.1603	24.1603
5358	26.2303	26.2303	26.2303
5359	23.0003	23.0003	23.0003
5360	26.9992	26.9992	26.9992
5361	28.0126	28.0126	28.0126
5362	22.5999	22.5999	22.5999
5363	23.4633	23.4633	23.4633
5364	23.9887	23.9887	23.9887
5365	24.0515	24.0515	24.0515
5366	23.3437	23.3437	23.3437
5367	13.7807	13.7807	13.7807
5368	29.5666	29.5666	29.5666
5369	24.5809	24.5809	24.5809
5370	26.1069	26.1069	26.1069
5371	25.1052	25.1052	25.1052
5372	23.6638	23.6638	23.6638
5373	25.935	25.935	25.935
5374	26.3236	26.3236	26.3236
5375	24.4661	24.4661	24.4661
5376	23.7784	23.7784	23.7784
5377	25.9745	25.9745	25.9745
5378	20.8442	20.8442	20.8442
5379	21.8995	21.8995	21.8995
5380	27.4692	27.4692	27.4692
5381	27.2285	27.2285	27.2285
5382	24.1194	24.1194	24.1194
5383	14.2011	14.2011	14.2011
5384	26.7825	26.7825	26.7825
5385	6.73977	6.73977	6.73977
5386	26.9177	26.9177	26.9177
5387	25.0994	25.0994	25.0994
5388	25.4564	25.4564	25.4564
5389	23.5394	23.5394	23.5394
5390	21.2982	21.2982	21.2982
5391	26.2873	26.2873	26.2873
5392	23.7111	23.7111	23.7111
5393	25.0125	25.0125	25.0125
5394	22.884	22.884	22.884
5395	19.5774	19.5774	19.5774
5396	22.886	22.886	22.886
5397	19.4979	19.4979	19.4979
5398	25.7253	25.7253	25.7253
5399	28.3943	28.3943	28.3943
5400	23.3428	23.3428	23.3428
5401	19.6618	19.6618	19.6618
5402	23.5766	23.5766	23.5766
5403	24.6536	24.6536	24.6536
5404	22.5116	22.5116	22.5116
5405	18.6448	18.6448	18.6448
5406	15.1585	15.1585	15.1585
5407	22.8007	22.8007	22.8007
5408	23.6428	23.6428	23.6428
5409	23.9344	23.9344	23.9344
5410	22.5809	22.5809	22.5809
5411	18.6092	18.6092	18.6092
5412	26.4714	26.4714	26.4714
5413	28.4056	28.4056	28.4056
5414	26.008	26.008	26.008
5415	24.6239	24.6239	24.6239
5416	25.7345	25.7345	25.7345
5417	24.8064	24.8064	24.8064
5418	21.7781	21.7781	21.7781
5419	22.1667	22.1667	22.1667
5420	16.337	16.337	16.337
5421	24.0824	24.0824	24.0824
5422	24.4906	24.4906	24.4906
5423	29.1329	29.1329	29.1329
5424	17.3308	17.3308	17.3308
5425	21.5832	21.5832	21.5832
5426	20.0687	20.0687	20.0687
5427	19.4042	19.4042	19.4042
5428	27.607	27.607	27.607
5429	28.9445	28.9445	28.9445
5430	28.7387	28.7387	28.7387
5431	23.0774	23.0774	23.0774
5432	24.0915	24.0915	24.0915
5433	20.4365	20.4365	20.4365
5434	18.5288	18.5288	18.5288
5435	25.877	25.877	25.877
5436	17.5717	17.5717	17.5717
5437	24.7213	24.7213	24.7213
5438	23.9798	23.9798	23.9798
5439	24.4361	24.4361	24.4361
5440	23.1511	23.1511	23.1511
5441	23.0128	23.0128	23.0128
5442	28.9755	28.9755	28.9755
5443	24.7633	24.7633	24.7633
5444	22.6824	22.6824	22.6824
5445	25.0396	25.0396	25.0396
5446	25.9715	25.9715	25.9715
5447	27.9689	27.9689	27.9689
5448	19.6266	19.6266	19.6266
5449	22.5577	22.5577	22.5577
5450	23.6838	23.6838	23.6838
5451	24.7932	24.7932	24.7932
5452	26.15	26.15	26.15
5453	24.9866	24.9866	24.9866
5454	28.5553	28.5553	28.5553
5455	15.7167	15.7167	15.7167
5456	26.6642	26.6642	26.6642
5457	24.8442	24.8442	24.8442
5458	23.2852	23.2852	23.2852
5459	26.7192	26.7192	26.7192
5460	29.5452	29.5452	29.5452
5461	29.2219	29.2219	29.2219
5462	30.2223	30.2223	30.2223
5463	29.8278	29.8278	29.8278
5464	28.6915	28.6915	28.6915
5465	22.3354	22.3354	22.3354
5466	37.1412	37.1412	37.1412
5467	25.2149	25.2149	25.2149
5468	38.1529	38.1529	38.1529
5469	19.1376	19.1376	19.1376
5470	22.5017	22.5017	22.5017
5471	27.1352	27.1352	27.1352
5472	30.5426	30.5426	30.5426
5473	23.7675	23.7675	23.7675
5474	27.3799	27.3799	27.3799
5475	20.1673	20.1673	20.1673
5476	23.3589	23.3589	23.3589
5477	24.0959	24.0959	24.0959
5478	23.6214	23.6214	23.6214
5479	27.5508	27.5508	27.5508
5480	21.0593	21.0593	21.0593
5481	18.0549	18.0549	18.0549
5482	27.7413	27.7413	27.7413
5483	31.9543	31.9543	31.9543
5484	33.0596	33.0596	33.0596
5485	22.3255	22.3255	22.3255
5486	20.853	20.853	20.853
5487	23.5823	23.5823	23.5823
5488	20.4523	20.4523	20.4523
5489	25.5926	25.5926	25.5926
5490	24.2278	24.2278	24.2278
5491	16.7776	16.7776	16.7776
5492	26.8451	26.8451	26.8451
5493	26.5886	26.5886	26.5886
5494	24.6299	24.6299	24.6299
5495	25.4505	25.4505	25.4505
5496	22.9338	22.9338	22.9338
5497	25.7484	25.7484	25.7484
5498	24.6393	24.6393	24.6393
5499	30.4731	30.4731	30.4731
5500	37.0534	37.0534	37.0534
5501	17.1521	17.1521	17.1521
5502	29.2358	29.2358	29.2358
5503	20.4656	20.4656	20.4656
5504	24.4608	24.4608	24.4608
5505	23.1908	23.1908	23.1908
5506	25.7459	25.7459	25.7459
5507	13.9389	13.9389	13.9389
5508	23.4916	23.4916	23.4916
5509	22.8682	22.8682	22.8682
5510	25.9648	25.9648	25.9648
5511	25.261	25.261	25.261
5512	29.1487	29.1487	29.1487
5513	16.5799	16.5799	16.5799
5514	28.2076	28.2076	28.2076
5515	27.6871	27.6871	27.6871
5516	21.2645	21.2645	21.2645
5517	32.4688	32.4688	32.4688
5518	25.8283	25.8283	25.8283
5519	25.9997	25.9997	25.9997
5520	20.6536	20.6536	20.6536
5521	21.8174	21.8174	21.8174
5522	21.9978	21.9978	21.9978
5523	28.3675	28.3675	28.3675
5524	19.7666	19.7666	19.7666
5525	20.776	20.776	20.776
5526	26.317	26.317	26.317
5527	25.1898	25.1898	25.1898
5528	28.2685	28.2685	28.2685
5529	21.4189	21.4189	21.4189
5530	23.5777	23.5777	23.5777
5531	28.9971	28.9971	28.9971
5532	27.1008	27.1008	27.1008
5533	22.9591	22.9591	22.9591
5534	19.6691	19.6691	19.6691
5535	27.7348	27.7348	27.7348
5536	27.5131	27.5131	27.5131
5537	22.777	22.777	22.777
5538	25.9529	25.9529	25.9529
5539	24.3585	24.3585	24.3585
5540	17.4568	17.4568	17.4568
5541	22.4867	22.4867	22.4867
5542	31.8569	31.8569	31.8569
5543	23.311	23.311	23.311
5544	27.7763	27.7763	27.7763
5545	26.7998	26.7998	26.7998
5546	26.036	26.036	26.036
5547	20.9513	20.9513	20.9513
5548	32.125	32.125	32.125
5549	24.4981	24.4981	24.4981
5550	1.79769e+308	inf	inf
5551	13.4809	13.4809	13.4809
5552	17.6465	17.6465	17.6465
5553	12.6396	12.6396	12.6396
5554	8.64285	8.64285	8.64285
5555	19.3488	19.3488	19.3488
5556	24.8681	24.8681	24.8681
5557	27.7736	27.7736	27.7736
5558	24.4731	24.4731	24.4731
5559	24.9138	24.9138	24.9138
5560	34.7482	34.7482	34.7482
5561	25.9135	25.9135	25.9135
5562	25.5977	25.5977	25.5977
5563	26.6655	26.6655	26.6655
5564	28.8696	28.8696	28.8696
5565	31.7196	31.7196	31.7196
5566	22.7672	22.7672	22.7672
5567	21.1489	21.1489	21.1489
5568	24.0598	24.0598	24.0598
5569	33.9676	33.9676	33.9676
5570	38.3444	38.3444	38.3444
5571	25.025	25.025	25.025
5572	13.8451	13.8451	13.8451
5573	23.5974	23.5974	23.5974
5574	27.3233	27.3233	27.3233
5575	24.5308	24.5308	24.5308
5576	18.8582	18.8582	18.8582
5577	23.4875	23.4875	23.4875
5578	22.53	22.53	22.53
5579	22.1814	22.1814	22.1814
5580	34.4554	34.4554	34.4554
5581	29.1474	29.1474	29.1474
5582	23.5345	23.5345	23.5345
5583	24.4877	24.4877	24.4877
5584	15.1475	15.1475	15.1475
5585	22.5427	22.5427	22.5427
5586	19.59	19.59	19.59
5587	28.0024	28.0024	28.0024
5588	24.7164	24.7164	24.7164
5589	27.6118	27.6118	27.6118
5590	25.0469	25.0469	25.0469
5591	21.3702	21.3702	21.3702
5592	24.8506	24.8506	24.8506
5593	18.2969	18.2969	18.2969
5594	31.2026	31.2026	31.2026
5595	24.4221	24.4221	24.4221
5596	21.7854	21.7854	21.7854
5597	14.2054	14.2054	14.2054
5598	16.0254	16.0254	16.0254
5599	22.7365	22.7365	22.7365
5600	25.3004	25.3004	25.3004
5601	23.3292	23.3292	23.3292
5602	32.4373	32.4373	32.4373
5603	15.2013	15.2013	15.2013
5604	20.2801	20.2801	20.2801
5605	22.561	22.561	22.561
5606	21.5178	21.5178	21.5178
5607	25.0469	25.0469	25.0469
5608	22.1709	22.1709	22.1709
5609	19.0786	19.0786	19.0786
5610	26.9854	26.9854	26.9854
5611	23.339	23.339	23.339
5612	24.6801	24.6801	24.6801
5613	21.4476	21.4476	21.4476
5614	27.2647	27.2647	27.2647
5615	29.5037	29.5037	29.5037
5616	24.4933	24.4933	24.4933
5617	24.4401	24.4401	24.4401
5618	25.113	25.113	25.113
5619	19.744	19.744	19.744
5620	27.3925	27.3925	27.3925
5621	24.481	24.481	24.481
5622	24.594	24.594	24.594
5623	22.1282	22.1282	22.1282
5624	18.9193	18.9193	18.9193
5625	15.8966	15.8966	15.8966
5626	30.3782	30.3782	30.3782
5627	17.0247	17.0247	17.0247
5628	23.8633	23.8633	23.8633
5629	19.9223	19.9223	19.9223
5630	16.1497	16.1497	16.1497
5631	31.6405	31.6405	31.6405
5632	21.5837	21.5837	21.5837
5633	17.3053	17.3053	17.3053
5634	24.112	24.112	24.112
5635	13.627	13.627	13.627
5636	31.5672	31.5672	31.5672
5637	27.5467	27.5467	27.5467
5638	18.3454	18.3454	18.3454
5639	26.2483	26.2483	26.2483
5640	19.7202	19.7202	19.7202
5641	23.4971	23.4971	23.4971
5642	24.6137	24.6137	24.6137
5643	24.4748	24.4748	24.4748
5644	16.0263	16.0263	16.0263
5645	11.885	11.885	11.885
5646	17.9473	17.9473	17.9473
5647	24.0506	24.0506	24.0506
5648	23.9501	23.9501	23.9501
5649	28.3342	28.3342	28.3342
5650	25.3171	25.3171	25.3171
5651	17.4541	17.4541	17.4541
5652	7.58976	7.58976	7.58976
5653	19.4932	19.4932	19.4932
5654	11.3039	11.3039	11.3039
5655	27.5824	27.5824	27.5824
5656	27.8995	27.8995	27.8995
5657	22.5173	22.5173	22.5173
5658	21.8346	21.8346	21.8346
5659	17.9834	17.9834	17.9834
5660	20.3669	20.3669	20.3669
5661	20.5026	20.5026	20.5026
5662	21.7931	21.7931	21.7931
5663	22.2291	22.2291	22.2291
5664	24.313	24.313	24.313
5665	24.2084	24.2084	24.2084
5666	20.1621	20.1621	20.1621
5667	17.4569	17.4569	17.4569
5668	19.7818	19.7818	19.7818
5669	19.712	19.712	19.712
5670	22.746	22.746	22.746
5671	28.4717	28.4717	28.4717
5672	27.6685	27.6685	27.6685
5673	27.8382	27.8382	27.8382
5674	22.6464	22.6464	22.6464
5675	32.6561	32.6561	32.6561
5676	32.8318	32.8318	32.8318
5677	18.0018	18.0018	18.0018
5678	25.0957	25.0957	25.0957
5679	25.876	25.876	25.876
5680	25.4386	25.4386	25.4386
5681	21.889	21.889	21.889
5682	26.6727	26.6727	26.6727
5683	20.044	20.044	20.044
5684	28.0105	28.0105	28.0105
5685	24.3041	24.3041	24.3041
5686	24.1625	24.1625	24.1625
5687	24.7149	24.7149	24.7149
5688	21.8496	21.8496	21.8496
5689	20.3574	20.3574	20.3574
5690	33.1995	33.1995	33.1995
5691	11.3273	11.3273	11.3273
5692	22.38	22.38	22.38
5693	28.2222	28.2222	28.2222
5694	23.4622	23.4622	23.4622
5695	15.6135	15.6135	15.6135
5696	30.7173	30.7173	30.7173
5697	22.5294	22.5294	22.5294
5698	28.359	28.359	28.359
5699	21.7103	21.7103	21.7103
5700	27.214	27.214	27.214
5701	31.0732	31.0732	31.0732
5702	25.7835	25.7835	25.7835
5703	27.7563	27.7563	27.7563
5704	26.568	26.568	26.568
5705	28.5662	28.5662	28.5662
5706	26.769	26.769	26.769
5707	26.9605	26.9605	26.9605
5708	22.0196	22.0196	22.0196
5709	20.244	20.244	20.244
5710	33.2787	33.2787	33.2787
5711	27.0384	27.0384	27.0384
5712	27.4629	27.4629	27.4629
5713	30.3864	30.3864	30.3864
5714	25.1743	25.1743	25.1743
5715	20.3196	20.3196	20.3196
5716	21.343	21.343	21.343
5717	19.3259	19.3259	19.3259
5718	26.6078	26.6078	26.6078
5719	13.3682	13.3682	13.3682
5720	21.9098	21.9098	21.9098
5721	30.7424	30.7424	30.7424
5722	19.8136	19.8136	19.8136
5723	23.4209	23.4209	23.4209
5724	29.8876	29.8876	29.8876
5725	27.0096	27.0096	27.0096
5726	19.9511	19.9511	19.9511
5727	21.2623	21.2623	21.2623
5728	31.3172	31.3172	31.3172
5729	32.3945	32.3945	32.3945
5730	29.5366	29.5366	29.5366
5731	26.7413	26.7413	26.7413
5732	32.665	32.665	32.665
5733	14.1841	14.1841	14.1841
5734	20.503	20.503	20.503
5735	33.1892	33.1892	33.1892
5736	28.3295	28.3295	28.3295
5737	18.9052	18.9052	18.9052
5738	25.2916	25.2916	25.2916
5739	26.5279	26.5279	26.5279
5740	23.5675	23.5675	23.5675
5741	26.8087	26.8087	26.8087
5742	16.7977	16.7977	16.7977
5743	24.1608	24.1608	24.1608
5744	14.4304	14.4304	14.4304
5745	30.7195	30.7195	30.7195
5746	28.6505	28.6505	28.6505
5747	25.3317	25.3317	25.3317
5748	14.0933	14.0933	14.0933
5749	25.6171	25.6171	25.6171
5750	11.1835	11.1835	11.1835
5751	18.7037	18.7037	18.7037
5752	23.1699	23.1699	23.1699
5753	18.0059	18.0059	18.0059
5754	21.9662	21.9662	21.9662
5755	22.1231	22.1231	22.1231
5756	27.1381	27.1381	27.1381
5757	26.1246	26.1246	26.1246
5758	29.3889	29.3889	29.3889
5759	22.4383	22.4383	22.4383
5760	27.6416	27.6416	27.6416
5761	19.9808	19.9808	19.9808
5762	23.6137	23.6137	23.6137
5763	24.5497	24.5497	24.5497
5764	28.3088	28.3088	28.3088
5765	23.1626	23.1626	23.1626
5766	18.6441	18.6441	18.6441
5767	25.6578	25.6578	25.6578
5768	21.0145	21.0145	21.0145
5769	32.8594	32.8594	32.8594
5770	30.724	30.724	30.724
5771	25.9315	25.9315	25.9315
5772	21.3003	21.3003	21.3003
5773	21.9935	21.9935	21.9935
5774	25.9925	25.9925	25.9925
5775	16.3973	16.3973	16.3973
5776	6.70858	6.70858	6.70858
5777	24.0412	24.0412	24.0412
5778	26.0964	26.0964	26.0964
5779	25.7218	25.7218	25.7218
5780	25.4595	25.4595	25.4595
5781	25.5384	25.5384	25.5384
5782	22.916	22.916	22.916
5783	25.9944	25.9944	25.9944
5784	8.08197	8.08197	8.08197
5785	26.6917	26.6917	26.6917
5786	29.8782	29.8782	29.8782
5787	26.1401	26.1401	26.1401
5788	26.134	26.134	26.134
5789	26.5065	26.5065	26.5065
5790	24.7493	24.7493	24.7493
5791	14.876	14.876	14.876
5792	26.085	26.085	26.085
5793	23.0536	23.0536	23.0536
5794	26.6196	26.6196	26.6196
5795	25.428	25.428	25.428
5796	22.7501	22.7501	22.7501
5797	26.2976	26.2976	26.2976
5798	31.1945	31.1945	31.1945
5799	23.9358	23.9358	23.9358
5800	24.1776	24.1776	24.1776
5801	25.0543	25.0543	25.0543
5802	24.4644	24.4644	24.4644
5803	18.3375	18.3375	18.3375
5804	23.1628	23.1628	23.1628
5805	25.3422	25.3422	25.3422
5806	19.9638	19.9638	19.9638
5807	11.1058	11.1058	11.1058
5808	21.0394	21.0394	21.0394
5809	27.7914	27.7914	27.7914
5810	26.312	26.312	26.312
5811	22.4559	22.4559	22.4559
5812	20.8312	20.8312	20.8312
5813	17.1219	17.1219	17.1219
5814	22.1184	22.1184	22.1184
5815	28.4838	28.4838	28.4838
5816	28.1331	28.1331	28.1331
5817	17.1621	17.1621	17.1621
5818	23.1372	23.1372	23.1372
5819	10.2163	10.2163	10.2163
5820	23.2376	23.2376	23.2376
5821	19.622	19.622	19.622
5822	13.3551	13.3551	13.3551
5823	22.9424	22.9424	22.9424
5824	25.1761	25.1761	25.1761
5825	29.0535	29.0535	29.0535
5826	1.79769e+308	inf	inf
5827	25.9416	25.9416	25.9416
5828	33.3825	33.3825	33.3825
5829	20.3774	20.3774	20.3774
5830	21.0243	21.0243	21.0243
5831	19.3368	19.3368	19.3368
5832	24.5781	24.5781	24.5781
5833	15.9965	15.9965	15.9965
5834	20.6133	20.6133	20.6133
5835	19.6944	19.6944	19.6944
5836	25.9877	25.9877	25.9877
5837	28.6471	28.6471	28.6471
5838	27.5813	27.5813	27.5813
5839	30.7829	30.7829	30.7829
5840	20.9565	20.9565	20.9565
5841	25.1318	25.1318	25.1318
5842	19.0468	19.0468	19.0468
5843	22.1848	22.1848	22.1848
5844	21.837	21.837	21.837
5845	22.79	22.79	22.79
5846	27.0667	27.0667	27.0667
5847	26.2013	26.2013	26.2013
5848	17.4954	17.4954	17.4954
5849	18.6379	18.6379	18.6379
5850	18.5069	18.5069	18.5069
5851	30.2095	30.2095	30.2095
5852	24.2282	24.2282	24.2282
5853	26.1172	26.1172	26.1172
5854	26.1217	26.1217	26.1217
5855	30.1358	30.1358	30.1358
5856	17.2492	17.2492	17.2492
5857	24.2462	24.2462	24.2462
5858	22.7435	22.7435	22.7435
5859	14.624	14.624	14.624
5860	31.844	31.844	31.844
5861	25.4044	25.4044	25.4044
5862	29.9543	29.9543	29.9543
5863	25.5865	25.5865	25.5865
5864	21.202	21.202	21.202
5865	20.372	20.372	20.372
5866	24.8299	24.8299	24.8299
5867	29.9754	29.9754	29.9754
5868	23.0752	23.0752	23.0752
5869	27.7188	27.7188	27.7188
5870	24.9401	24.9401	24.9401
5871	21.3364	21.3364	21.3364
5872	24.7828	24.7828	24.7828
5873	27.1964	27.1964	27.1964
5874	25.6507	25.6507	25.6507
5875	24.6221	24.6221	24.6221
5876	25.7049	25.7049	25.7049
5877	20.3431	20.3431	20.3431
5878	25.4902	25.4902	25.4902
5879	26.3245	26.3245	26.3245
5880	28.4245	28.4245	28.4245
5881	19.4286	19.4286	19.4286
5882	24.303	24.303	24.303
5883	29.5189	29.5189	29.5189
5884	20.1532	20.1532	20.1532
5885	25.0189	25.0189	25.0189
5886	21.743	21.743	21.743
5887	22.2379	22.2379	22.2379
5888	24.1476	24.1476	24.1476
5889	26.3583	26.3583	26.3583
5890	27.1238	27.1238	27.1238
5891	23.2545	23.2545	23.2545
5892	18.7196	18.7196	18.7196
5893	26.9504	26.9504	26.9504
5894	23.43	23.43	23.43
5895	23.9459	23.9459	23.9459
5896	26.1603	26.1603	26.1603
5897	26.1071	26.1071	26.1071
5898	29.0805	29.0805	29.0805
5899	19.6167	19.6167	19.6167
5900	15.3769	15.3769	15.3769
5901	26.575	26.575	26.575
5902	23.1345	23.1345	23.1345
5903	30.7896	30.7896	30.7896
5904	21.4611	21.4611	21.4611
5905	26.4104	26.4104	26.4104
5906	25.8084	25.8084	25.8084
5907	14.5492	14.5492	14.5492
5908	25.125	25.125	25.125
5909	24.1174	24.1174	24.1174
5910	18.4096	18.4096	18.4096
5911	19.2977	19.2977	19.2977
5912	19.6612	19.6612	19.6612
5913	22.416	22.416	22.416
5914	17.1061	17.1061	17.1061
5915	22.8775	22.8775	22.8775
5916	17.0887	17.0887	17.0887
5917	23.5932	23.5932	23.5932
5918	15.8203	15.8203	15.8203
5919	24.7125	24.7125	24.7125
5920	22.8197	22.8197	22.8197
5921	29.3901	29.3901	29.3901
5922	20.5995	20.5995	20.5995
5923	26.0841	26.0841	26.0841
5924	26.2795	26.2795	26.2795
5925	18.1303	18.1303	18.1303
5926	21.0086	21.0086	21.0086
5927	29.1381	29.1381	29.1381
5928	19.6527	19.6527	19.6527
5929	20.7273	20.7273	20.7273
5930	27.2121	27.2121	27.2121
5931	21.8939	21.8939	21.8939
5932	26.4559	26.4559	26.4559
5933	22.2135	22.2135	22.2135
5934	25.823	25.823	25.823
5935	23.3813	23.3813	23.3813
5936	22.2674	22.2674	22.2674
5937	29.7373	29.7373	29.7373
5938	25.1217	25.1217	25.1217
5939	22.6628	22.6628	22.6628
5940	22.231	22.231	22.231
5941	26.3375	26.3375	26.3375
5942	31.3934	31.3934	31.3934
5943	19.7536	19.7536	19.7536
5944	24.7723	24.7723	24.7723
5945	20.7439	20.7439	20.7439
5946	25.4549	25.4549	25.4549
5947	22.603	22.603	22.603
5948	19.198	19.198	19.198
5949	30.8685	30.8685	30.8685
5950	15.9033	15.9033	15.9033
5951	25.7679	25.7679	25.7679
5952	28.7197	28.7197	28.7197
5953	25.6951	25.6951	25.6951
5954	21.8978	21.8978	21.8978
5955	25.0633	25.0633	25.0633
5956	26.1551	26.1551	26.1551
5957	23.5211	23.5211	23.5211
5958	20.239	20.239	20.239
5959	23.5309	23.5309	23.5309
5960	21.5987	21.5987	21.5987
5961	16.2643	16.2643	16.2643
5962	16.1123	16.1123	16.1123
5963	25.6535	25.6535	25.6535
5964	23.864	23.864	23.864
5965	11.1311	11.1311	11.1311
5966	22.2126	22.2126	22.2126
5967	22.0111	22.0111	22.0111
5968	23.2418	23.2418	23.2418
5969	23.2709	23.2709	23.2709
5970	26.5979	26.5979	26.5979
5971	17.7405	17.7405	17.7405
5972	23.3415	23.3415	23.3415
5973	23.7854	23.7854	23.7854
5974	16.1093	16.1093	16.1093
5975	23.855	23.855	23.855
5976	22.3775	22.3775	22.3775
5977	29.0362	29.0362	29.0362
5978	24.5714	24.5714	24.5714
5979	25.0213	25.0213	25.0213
5980	29.2444	29.2444	29.2444
5981	19.8885	19.8885	19.8885
5982	24.0813	24.0813	24.0813
5983	21.9655	21.9655	21.9655
5984	20.5065	20.5065	20.5065
5985	22.3068	22.3068	22.3068
5986	20.0454	20.0454	20.0454
5987	24.1449	24.1449	24.1449
5988	31.4801	31.4801	31.4801
5989	19.2707	19.2707	19.2707
5990	31.6851	31.6851	31.6851
5991	24.7886	24.7886	24.7886
5992	29.0047	29.0047	29.0047
5993	26.803	26.803	26.803
5994	27.4517	27.4517	27.4517
5995	19.3431	19.3431	19.3431
5996	26.1339	26.1339	26.1339
5997	26.4881	26.4881	26.4881
5998	22.2322	22.2322	22.2322
5999	27.0748	27.0748	27.0748
6000	32.1679	32.1679	32.1679
6001	26.7412	26.7412	26.7412
6002	28.5831	28.5831	28.5831
6003	26.1614	26.1614	26.1614
6004	20.993	20.993	20.993
6005	27.0316	27.0316	27.0316
6006	25.5749	25.5749	25.5749
6007	27.5868	27.5868	27.5868
6008	15.7547	15.7547	15.7547
6009	27.2098	27.2098	27.2098
6010	23.9257	23.9257	23.9257
6011	27.8581	27.8581	27.8581
6012	25.1886	25.1886	25.1886
6013	28.0903	28.0903	28.0903
6014	28.1687	28.1687	28.1687
6015	18.8389	18.8389	18.8389
6016	23.0148	23.0148	23.0148
6017	27.3079	27.3079	27.3079
6018	25.6145	25.6145	25.6145
6019	22.8874	22.8874	22.8874
6020	26.0341	26.0341	26.0341
6021	1.79769e+308	inf	inf
6022	23.3703	23.3703	23.3703
6023	25.2691	25.2691	25.2691
6024	24.6093	24.6093	24.6093
6025	19.9384	19.9384	19.9384
6026	31.5981	31.5981	31.5981
6027	27.4898	27.4898	27.4898
6028	22.6585	22.6585	22.6585
6029	25.0915	25.0915	25.0915
6030	20.9919	20.9919	20.9919
6031	18.3588	18.3588	18.3588
6032	19.9272	19.9272	19.9272
6033	27.1589	27.1589	27.1589
6034	33.3251	33.3251	33.3251
6035	25.7439	25.7439	25.7439
6036	30.3267	30.3267	30.3267
6037	25.8358	25.8358	25.8358
6038	24.1241	24.1241	24.1241
6039	29.4654	29.4654	29.4654
6040	24.2501	24.2501	24.2501
6041	23.1804	23.1804	23.1804
6042	20.32	20.32	20.32
6043	28.8617	28.8617	28.8617
6044	19.1709	19.1709	19.1709
6045	17.2287	17.2287	17.2287
