Vertex	Dijkstra	DeltaStepping	ParallelDeltaStepping
2797	23.0267	23.0267	23.0267
2798	28.7428	28.7428	28.7428
2799	28.5844	28.5844	28.5844
2800	27.682	27.682	27.682
2801	20.6074	20.6074	20.6074
2802	21.9802	21.9802	21.9802
2803	15.992	15.992	15.992
2804	26.3439	26.3439	26.3439
2805	25.8942	25.8942	25.8942
2806	21.0594	21.0594	21.0594
2807	20.6537	20.6537	20.6537
2808	21.6412	21.6412	21.6412
2809	29.4298	29.4298	29.4298
2810	11.8398	11.8398	11.8398
2811	29.7091	29.7091	29.7091
2812	20.3842	20.3842	20.3842
2813	30.4945	30.4945	30.4945
2814	22.9211	22.9211	22.9211
2815	26.7383	26.7383	26.7383
2816	23.8703	23.8703	23.8703
2817	23.4562	23.4562	23.4562
2818	26.1325	26.1325	26.1325
2819	24.952	24.952	24.952
2820	24.7919	24.7919	24.7919
2821	31.2151	31.2151	31.2151
2822	30.4642	30.4642	30.4642
2823	22.0061	22.0061	22.0061
2824	21.6324	21.6324	21.6324
2825	20.7121	20.7121	20.7121
2826	25.0719	25.0719	25.0719
2827	18.7005	18.7005	18.7005
2828	21.4324	21.4324	21.4324
2829	20.9182	20.9182	20.9182
2830	23.8019	23.8019	23.8019
2831	33.5527	33.5527	33.5527
2832	20.8353	20.8353	20.8353
2833	22.8128	22.8128	22.8128
2834	18.422	18.422	18.422
2835	26.0884	26.0884	26.0884
2836	22.9188	22.9188	22.9188
2837	26.3276	26.3276	26.3276
2838	19.5077	19.5077	19.5077
2839	18.2324	18.2324	18.2324
2840	31.3296	31.3296	31.3296
2841	16.9261	16.9261	16.9261
2842	21.3538	21.3538	21.3538
2843	31.9774	31.9774	31.9774
2844	17.7752	17.7752	17.7752
2845	22.4253	22.4253	22.4253
2846	18.7355	18.7355	18.7355
2847	26.4663	26.4663	26.4663
2848	20.6178	20.6178	20.6178
2849	23.6064	23.6064	23.6064
2850	24.5349	24.5349	24.5349
2851	27.3443	27.3443	27.3443
2852	20.7964	20.7964	20.7964
2853	27.9872	27.9872	27.9872
2854	27.3709	27.3709	27.3709
2855	22.1694	22.1694	22.1694
2856	28.9753	28.9753	28.9753
2857	19.6633	19.6633	19.6633
2858	26.641	26.641	26.641
2859	21.7841	21.7841	21.7841
2860	30.2234	30.2234	30.2234
2861	24.4658	24.4658	24.4658
2862	20.648	20.648	20.648
2863	17.6605	17.6605	17.6605
2864	23.4161	23.4161	23.4161
2865	27.1003	27.1003	27.1003
2866	27.8981	27.8981	27.8981
2867	27.7882	27.7882	27.7882
2868	16.466	16.466	16.466
2869	22.1278	22.1278	22.1278
2870	24.8182	24.8182	24.8182
2871	23.4933	23.4933	23.4933
2872	23.8741	23.8741	23.8741
2873	26.9765	26.9765	26.9765
2874	32.1856	32.1856	32.1856
2875	20.149	20.149	20.149
2876	26.5742	26.5742	26.5742
2877	23.4273	23.4273	23.4273
2878	21.8046	21.8046	21.8046
2879	23.3727	23.3727	23.3727
2880	26.1308	26.1308	26.1308
2881	25.9295	25.9295	25.9295
2882	31.2649	31.2649	31.2649
2883	21.2149	21.2149	21.2149
2884	14.2282	14.2282	14.2282
2885	25.8424	25.8424	25.8424
2886	26.8521	26.8521	26.8521
2887	27.4952	27.4952	27.4952
2888	32.4406	32.4406	32.4406
2889	23.7878	23.7878	23.7878
2890	19.6056	19.6056	19.6056
2891	25.466	25.466	25.466
2892	28.3357	28.3357	28.3357
2893	23.3883	23.3883	23.3883
2894	28.6044	28.6044	28.6044
2895	24.434	24.434	24.434
2896	29.0786	29.0786	29.0786
2897	21.3619	21.3619	21.3619
2898	22.6446	22.6446	22.6446
2899	25.2056	25.2056	25.2056
2900	20.7577	20.7577	20.7577
2901	18.6964	18.6964	18.6964
2902	25.8794	25.8794	25.8794
2903	24.9195	24.9195	24.9195
2904	1.79769e+308	inf	inf
2905	29.2802	29.2802	29.2802
2906	24.5151	24.5151	24.5151
2907	18.1001	18.1001	18.1001
2908	22.7104	22.7104	22.7104
2909	19.9551	19.9551	19.9551
2910	19.757	19.757	19.757
2911	20.9701	20.9701	20.9701
2912	23.4818	23.4818	23.4818
2913	25.3806	25.3806	25.3806
2914	22.2147	22.2147	22.2147
2915	23.6733	23.6733	23.6733
2916	26.0923	26.0923	26.0923
2917	23.0453	23.0453	23.0453
2918	16.7088	16.7088	16.7088
2919	24.5545	24.5545	24.5545
2920	22.0001	22.0001	22.0001
2921	20.2395	20.2395	20.2395
2922	20.4923	20.4923	20.4923
2923	20.9549	20.9549	20.9549
2924	24.9468	24.9468	24.9468
2925	21.9067	21.9067	21.9067
2926	20.632	20.632	20.632
2927	22.2286	22.2286	22.2286
2928	27.9944	27.9944	27.9944
2929	25.9908	25.9908	25.9908
2930	21.8215	21.8215	21.8215
2931	23.4564	23.4564	23.4564
2932	24.1159	24.1159	24.1159
2933	21.9778	21.9778	21.9778
2934	25.0909	25.0909	25.0909
2935	28.6789	28.6789	28.6789
2936	25.6557	25.6557	25.6557
2937	25.9919	25.9919	25.9919
2938	23.0852	23.0852	23.0852
2939	23.8467	23.8467	23.8467
2940	24.8185	24.8185	24.8185
2941	24.5989	24.5989	24.5989
2942	23.4661	23.4661	23.4661
2943	26.8384	26.8384	26.8384
2944	28.1505	28.1505	28.1505
2945	13.6659	13.6659	13.6659
2946	23.585	23.585	23.585
2947	21.5574	21.5574	21.5574
2948	29.6976	29.6976	29.6976
2949	24.0057	24.0057	24.0057
2950	14.5088	14.5088	14.5088
2951	28.6768	28.6768	28.6768
2952	26.7002	26.7002	26.7002
2953	14.2905	14.2905	14.2905
2954	17.7659	17.7659	17.7659
2955	25.686	25.686	25.686
2956	20.5368	20.5368	20.5368
2957	21.4961	21.4961	21.4961
2958	25.1065	25.1065	25.1065
2959	21.5108	21.5108	21.5108
2960	15.2153	15.2153	15.2153
2961	22.4447	22.4447	22.4447
2962	24.2772	24.2772	24.2772
2963	24.2088	24.2088	24.2088
2964	26.5351	26.5351	26.5351
2965	24.9636	24.9636	24.9636
2966	20.0717	20.0717	20.0717
2967	21.0019	21.0019	21.0019
2968	25.194	25.194	25.194
2969	26.3288	26.3288	26.3288
2970	24.0087	24.0087	24.0087
2971	27.1849	27.1849	27.1849
2972	25.8938	25.8938	25.8938
2973	28.1026	28.1026	28.1026
2974	17.0913	17.0913	17.0913
2975	24.8027	24.8027	24.8027
2976	25.9447	25.9447	25.9447
2977	22.424	22.424	22.424
2978	28.6374	28.6374	28.6374
2979	16.7515	16.7515	16.7515
2980	18.3126	18.3126	18.3126
2981	19.6221	19.6221	19.6221
2982	23.8464	23.8464	23.8464
2983	25.3051	25.3051	25.3051
2984	12.4689	12.4689	12.4689
2985	29.1486	29.1486	29.1486
2986	13.1822	13.1822	13.1822
2987	26.4257	26.4257	26.4257
2988	23.3723	23.3723	23.3723
2989	28.2091	28.2091	28.2091
2990	34.9219	34.9219	34.9219
2991	23.636	23.636	23.636
2992	26.7423	26.7423	26.7423
2993	27.5028	27.5028	27.5028
2994	24.2885	24.2885	24.2885
2995	27.8959	27.8959	27.8959
2996	24.8837	24.8837	24.8837
2997	22.8904	22.8904	22.8904
2998	33.0875	33.0875	33.0875
2999	25.3129	25.3129	25.3129
3000	25.858	25.858	25.858
3001	26.5766	26.5766	26.5766
3002	27.4515	27.4515	27.4515
3003	20.1754	20.1754	20.1754
3004	24.4813	24.4813	24.4813
3005	19.777	19.777	19.777
3006	30.1195	30.1195	30.1195
3007	15.3242	15.3242	15.3242
3008	19.9437	19.9437	19.9437
3009	19.779	19.779	19.779
3010	25.2811	25.2811	25.2811
3011	30.2057	30.2057	30.2057
3012	23.9597	23.9597	23.9597
3013	24.1221	24.1221	24.1221
3014	19.1308	19.1308	19.1308
3015	27.3491	27.3491	27.3491
3016	23.2458	23.2458	23.2458
3017	22.1461	22.1461	22.1461
3018	27.3893	27.3893	27.3893
3019	26.8895	26.8895	26.8895
3020	22.0458	22.0458	22.0458
3021	22.5472	22.5472	22.5472
3022	25.6163	25.6163	25.6163
3023	25.9069	25.9069	25.9069
3024	22.5346	22.5346	22.5346
3025	26.7744	26.7744	26.7744
3026	30.3262	30.3262	30.3262
3027	18.0893	18.0893	18.0893
3028	21.7796	21.7796	21.7796
3029	19.9071	19.9071	19.9071
3030	23.3776	23.3776	23.3776
3031	25.1704	25.1704	25.1704
3032	26.1936	26.1936	26.1936
3033	21.1346	21.1346	21.1346
3034	16.1101	16.1101	16.1101
3035	28.5154	28.5154	28.5154
3036	23.7324	23.7324	23.7324
3037	27.7032	27.7032	27.7032
3038	27.753	27.753	27.753
3039	20.6037	20.6037	20.6037
3040	25.1736	25.1736	25.1736
3041	22.6395	22.6395	22.6395
3042	25.5498	25.5498	25.5498
3043	19.4425	19.4425	19.4425
3044	20.1211	20.1211	20.1211
3045	27.9888	27.9888	27.9888
3046	29.6589	29.6589	29.6589
3047	24.6904	24.6904	24.6904
3048	28.9508	28.9508	28.9508
3049	24.4817	24.4817	24.4817
3050	28.5588	28.5588	28.5588
3051	32.4388	32.4388	32.4388
3052	22.8872	22.8872	22.8872
3053	24.0913	24.0913	24.0913
3054	20.6688	20.6688	20.6688
3055	29.0784	29.0784	29.0784
3056	24.0625	24.0625	24.0625
3057	25.0869	25.0869	25.0869
3058	27.7459	27.7459	27.7459
3059	24.47	24.47	24.47
3060	31.0973	31.0973	31.0973
3061	26.4352	26.4352	26.4352
3062	27.9342	27.9342	27.9342
3063	17.4721	17.4721	17.4721
3064	22.1262	22.1262	22.1262
3065	22.4473	22.4473	22.4473
3066	24.4658	24.4658	24.4658
3067	1.79769e+308	inf	inf
3068	32.7446	32.7446	32.7446
3069	24.0463	24.0463	24.0463
3070	27.7804	27.7804	27.7804
3071	32.2234	32.2234	32.2234
3072	25.9942	25.9942	25.9942
3073	25.1175	25.1175	25.1175
3074	23.8306	23.8306	23.8306
3075	23.217	23.217	23.217
3076	22.1185	22.1185	22.1185
3077	30.3163	30.3163	30.3163
3078	26.5376	26.5376	26.5376
3079	24.4097	24.4097	24.4097
3080	20.6985	20.6985	20.6985
3081	24.757	24.757	24.757
3082	30.1203	30.1203	30.1203
3083	25.8327	25.8327	25.8327
3084	22.9714	22.9714	22.9714
3085	24.6997	24.6997	24.6997
3086	27.492	27.492	27.492
3087	25.6148	25.6148	25.6148
3088	20.4288	20.4288	20.4288
3089	14.5019	14.5019	14.5019
3090	26.27	26.27	26.27
3091	25.4528	25.4528	25.4528
3092	24.4236	24.4236	24.4236
3093	21.1635	21.1635	21.1635
3094	18.0749	18.0749	18.0749
3095	25.684	25.684	25.684
3096	23.3309	23.3309	23.3309
3097	15.6443	15.6443	15.6443
3098	25.0088	25.0088	25.0088
3099	26.6021	26.6021	26.6021
3100	29.3711	29.3711	29.3711
3101	22.6524	22.6524	22.6524
3102	32.4634	32.4634	32.4634
3103	21.4083	21.4083	21.4083
3104	24.7489	24.7489	24.7489
3105	28.6268	28.6268	28.6268
3106	20.96	20.96	20.96
3107	21.4006	21.4006	21.4006
3108	26.9618	26.9618	26.9618
3109	25.9146	25.9146	25.9146
3110	23.2157	23.2157	23.2157
3111	27.5056	27.5056	27.5056
3112	20.8743	20.8743	20.8743
3113	24.1182	24.1182	24.1182
3114	26.718	26.718	26.718
3115	18.492	18.492	18.492
3116	29.549	29.549	29.549
3117	22.7862	22.7862	22.7862
3118	23.965	23.965	23.965
3119	24.7064	24.7064	24.7064
3120	16.867	16.867	16.867
3121	29.2458	29.2458	29.2458
3122	22.4266	22.4266	22.4266
3123	22.2968	22.2968	22.2968
3124	26.6495	26.6495	26.6495
3125	25.5719	25.5719	25.5719
3126	25.1221	25.1221	25.1221
3127	36.0845	36.0845	36.0845
3128	23.6262	23.6262	23.6262
3129	20.078	20.078	20.078
3130	14.6191	14.6191	14.6191
3131	21.0556	21.0556	21.0556
3132	33.1535	33.1535	33.1535
3133	16.423	16.423	16.423
3134	24.4158	24.4158	24.4158
3135	25.3978	25.3978	25.3978
3136	23.1845	23.1845	23.1845
3137	25.4945	25.4945	25.4945
3138	23.1058	23.1058	23.1058
3139	24.2824	24.2824	24.2824
3140	28.3885	28.3885	28.3885
3141	20.9251	20.9251	20.9251
3142	26.6356	26.6356	26.6356
3143	24.9478	24.9478	24.9478
3144	30.2752	30.2752	30.2752
3145	29.2001	29.2001	29.2001
3146	27.5303	27.5303	27.5303
3147	28.7535	28.7535	28.7535
3148	24.8331	24.8331	24.8331
3149	29.7046	29.7046	29.7046
3150	18.2201	18.2201	18.2201
3151	21.9788	21.9788	21.9788
3152	26.3929	26.3929	26.3929
3153	22.7776	22.7776	22.7776
3154	28.742	28.742	28.742
3155	24.7585	24.7585	24.7585
3156	46.3997	46.3997	46.3997
3157	23.4402	23.4402	23.4402
3158	21.0779	21.0779	21.0779
3159	27.6729	27.6729	27.6729
3160	22.4103	22.4103	22.4103
3161	23.4974	23.4974	23.4974
3162	22.7792	22.7792	22.7792
3163	20.1407	20.1407	20.1407
3164	18.1425	18.1425	18.1425
3165	24.4912	24.4912	24.4912
3166	27.5879	27.5879	27.5879
3167	27.8123	27.8123	27.8123
3168	22.2837	22.2837	22.2837
3169	22.1173	22.1173	22.1173
3170	24.7229	24.7229	24.7229
3171	25.1057	25.1057	25.1057
3172	27.1123	27.1123	27.1123
3173	25.4608	25.4608	25.4608
3174	23.8544	23.8544	23.8544
3175	26.0117	26.0117	26.0117
3176	24.7643	24.7643	24.7643
3177	21.3417	21.3417	21.3417
3178	21.0693	21.0693	21.0693
3179	25.2476	25.2476	25.2476
3180	18.8925	18.8925	18.8925
3181	28.7766	28.7766	28.7766
3182	26.6109	26.6109	26.6109
3183	24.4064	24.4064	24.4064
3184	24.3388	24.3388	24.3388
3185	21.3991	21.3991	21.3991
3186	25.334	25.334	25.334
3187	18.2434	18.2434	18.2434
3188	21.3307	21.3307	21.3307
3189	24.941	24.941	24.941
3190	24.8156	24.8156	24.8156
3191	12.11	12.11	12.11
3192	22.3434	22.3434	22.3434
3193	29.3737	29.3737	29.3737
3194	17.3144	17.3144	17.3144
3195	18.1972	18.1972	18.1972
3196	28.5467	28.5467	28.5467
3197	21.1531	21.1531	21.1531
3198	20.6371	20.6371	20.6371
3199	25.3088	25.3088	25.3088
3200	20.3726	20.3726	20.3726
3201	28.7601	28.7601	28.7601
3202	20.7875	20.7875	20.7875
3203	24.413	24.413	24.413
3204	15.736	15.736	15.736
3205	25.8784	25.8784	25.8784
3206	34.074	34.074	34.074
3207	22.7683	22.7683	22.7683
3208	30.2025	30.2025	30.2025
3209	12.1086	12.1086	12.1086
3210	25.4326	25.4326	25.4326
3211	27.5793	27.5793	27.5793
3212	23.248	23.248	23.248
3213	17.5591	17.5591	17.5591
3214	27.4179	27.4179	27.4179
3215	22.6391	22.6391	22.6391
3216	23.2917	23.2917	23.2917
3217	22.718	22.718	22.718
3218	22.6022	22.6022	22.6022
3219	17.0218	17.0218	17.0218
3220	25.2477	25.2477	25.2477
3221	22.417	22.417	22.417
3222	22.9065	22.9065	22.9065
3223	24.4841	24.4841	24.4841
3224	26.5626	26.5626	26.5626
3225	18.534	18.534	18.534
3226	19.957	19.957	19.957
3227	23.6458	23.6458	23.6458
3228	23.8319	23.8319	23.8319
3229	24.0813	24.0813	24.0813
3230	18.2736	18.2736	18.2736
3231	28.9475	28.9475	28.9475
3232	20.9708	20.9708	20.9708
3233	22.9594	22.9594	22.9594
3234	25.4233	25.4233	25.4233
3235	25.809	25.809	25.809
3236	27.7853	27.7853	27.7853
3237	22.6274	22.6274	22.6274
3238	18.9401	18.9401	18.9401
3239	26.0876	26.0876	26.0876
3240	28.6044	28.6044	28.6044
3241	23.6264	23.6264	23.6264
3242	24.227	24.227	24.227
3243	23.2606	23.2606	23.2606
3244	21.0221	21.0221	21.0221
3245	24.5336	24.5336	24.5336
3246	32.9142	32.9142	32.9142
3247	25.2636	25.2636	25.2636
3248	19.2551	19.2551	19.2551
3249	28.0778	28.0778	28.0778
3250	24.03	24.03	24.03
3251	20.1468	20.1468	20.1468
3252	20.0399	20.0399	20.0399
3253	19.8712	19.8712	19.8712
3254	26.1578	26.1578	26.1578
3255	22.365	22.365	22.365
3256	28.5367	28.5367	28.5367
3257	27.4974	27.4974	27.4974
3258	18.8614	18.8614	18.8614
3259	19.4932	19.4932	19.4932
3260	21.0674	21.0674	21.0674
3261	26.3437	26.3437	26.3437
3262	33.6763	33.6763	33.6763
3263	23.1306	23.1306	23.1306
3264	21.7897	21.7897	21.7897
3265	26.6986	26.6986	26.6986
3266	22.0197	22.0197	22.0197
3267	23.9965	23.9965	23.9965
3268	17.6676	17.6676	17.6676
3269	21.8854	21.8854	21.8854
3270	25.5517	25.5517	25.5517
3271	23.0206	23.0206	23.0206
3272	23.0622	23.0622	23.0622
3273	26.4691	26.4691	26.4691
3274	23.9611	23.9611	23.9611
3275	24.8626	24.8626	24.8626
3276	15.6287	15.6287	15.6287
3277	24.0271	24.0271	24.0271
3278	20.9433	20.9433	20.9433
3279	17.7285	17.7285	17.7285
3280	24.7581	24.7581	24.7581
3281	21.6138	21.6138	21.6138
3282	19.2205	19.2205	19.2205
3283	24.4187	24.4187	24.4187
3284	25.44	25.44	25.44
3285	27.3133	27.3133	27.3133
3286	23.5386	23.5386	23.5386
3287	26.8024	26.8024	26.8024
3288	29.7562	29.7562	29.7562
3289	23.7792	23.7792	23.7792
3290	22.2217	22.2217	22.2217
3291	23.4475	23.4475	23.4475
3292	23.3042	23.3042	23.3042
3293	27.1319	27.1319	27.1319
3294	30.6441	30.6441	30.6441
3295	20.4332	20.4332	20.4332
3296	26.5002	26.5002	26.5002
3297	24.2115	24.2115	24.2115
3298	21.5541	21.5541	21.5541
3299	17.2433	17.2433	17.2433
3300	26.3983	26.3983	26.3983
3301	14.9708	14.9708	14.9708
3302	20.806	20.806	20.806
3303	22.9626	22.9626	22.9626
3304	23.1272	23.1272	23.1272
3305	22.6799	22.6799	22.6799
3306	22.9895	22.9895	22.9895
3307	26.1729	26.1729	26.1729
3308	24.2804	24.2804	24.2804
3309	21.3563	21.3563	21.3563
3310	21.9862	21.9862	21.9862
3311	27.3696	27.3696	27.3696
3312	26.9172	26.9172	26.9172
3313	26.9856	26.9856	26.9856
3314	30.1226	30.1226	30.1226
3315	25.0545	25.0545	25.0545
3316	28.2432	28.2432	28.2432
3317	26.7273	26.7273	26.7273
3318	27.0877	27.0877	27.0877
3319	21.1672	21.1672	21.1672
3320	21.6545	21.6545	21.6545
3321	27.1611	27.1611	27.1611
3322	24.3704	24.3704	24.3704
3323	23.3473	23.3473	23.3473
3324	24.5234	24.5234	24.5234
3325	29.2164	29.2164	29.2164
3326	30.0332	30.0332	30.0332
3327	20.0247	20.0247	20.0247
3328	26.8524	26.8524	26.8524
3329	28.8301	28.8301	28.8301
3330	25.5987	25.5987	25.5987
3331	21.1358	21.1358	21.1358
3332	19.2127	19.2127	19.2127
3333	24.0751	24.0751	24.0751
3334	23.191	23.191	23.191
3335	25.4239	25.4239	25.4239
3336	25.8429	25.8429	25.8429
3337	26.2796	26.2796	26.2796
3338	24.9371	24.9371	24.9371
3339	21.112	21.112	21.112
3340	29.6817	29.6817	29.6817
3341	23.2907	23.2907	23.2907
3342	23.8021	23.8021	23.8021
3343	20.0424	20.0424	20.0424
3344	24.9083	24.9083	24.9083
3345	24.9477	24.9477	24.9477
3346	28.9638	28.9638	28.9638
3347	22.0517	22.0517	22.0517
3348	30.6539	30.6539	30.6539
3349	19.386	19.386	19.386
3350	22.7303	22.7303	22.7303
3351	15.0562	15.0562	15.0562
3352	1.79769e+308	inf	inf
3353	18.7287	18.7287	18.7287
3354	23.5399	23.5399	23.5399
3355	22.7373	22.7373	22.7373
3356	24.5847	24.5847	24.5847
3357	24.083	24.083	24.083
3358	24.1994	24.1994	24.1994
3359	12.7655	12.7655	12.7655
3360	27.2505	27.2505	27.2505
3361	17.1787	17.1787	17.1787
3362	26.643	26.643	26.643
3363	18.5025	18.5025	18.5025
3364	26.7976	26.7976	26.7976
3365	25.0715	25.0715	25.0715
3366	25.1158	25.1158	25.1158
3367	18.3995	18.3995	18.3995
3368	22.806	22.806	22.806
3369	24.0654	24.0654	24.0654
3370	10.19	10.19	10.19
3371	19.191	19.191	19.191
3372	28.5156	28.5156	28.5156
3373	21.1271	21.1271	21.1271
3374	26.0698	26.0698	26.0698
3375	20.8144	20.8144	20.8144
3376	24.3648	24.3648	24.3648
3377	27.6672	27.6672	27.6672
3378	30.3916	30.3916	30.3916
3379	25.521	25.521	25.521
3380	20.6516	20.6516	20.6516
3381	19.1061	19.1061	19.1061
3382	21.2395	21.2395	21.2395
3383	24.765	24.765	24.765
3384	24.1879	24.1879	24.1879
3385	27.9048	27.9048	27.9048
3386	20.0625	20.0625	20.0625
3387	25.6383	25.6383	25.6383
3388	24.9479	24.9479	24.9479
3389	18.4362	18.4362	18.4362
3390	25.6535	25.6535	25.6535
3391	23.1787	23.1787	23.1787
3392	21.5124	21.5124	21.5124
3393	22.1875	22.1875	22.1875
3394	27.2295	27.2295	27.2295
3395	28.8242	28.8242	28.8242
3396	17.5211	17.5211	17.5211
3397	24.7643	24.7643	24.7643
3398	17.706	17.706	17.706
3399	20.9488	20.9488	20.9488
3400	25.7068	25.7068	25.7068
3401	19.8567	19.8567	19.8567
3402	22.2108	22.2108	22.2108
3403	17.9992	17.9992	17.9992
3404	18.94	18.94	18.94
3405	26.5321	26.5321	26.5321
3406	25.1886	25.1886	25.1886
3407	26.9573	26.9573	26.9573
3408	20.9429	20.9429	20.9429
3409	26.1407	26.1407	26.1407
3410	23.8806	23.8806	23.8806
3411	24.6694	24.6694	24.6694
3412	23.3406	23.3406	23.3406
3413	19.1513	19.1513	19.1513
3414	23.9362	23.9362	23.9362
3415	24.8523	24.8523	24.8523
3416	27.3994	27.3994	27.3994
3417	21.0595	21.0595	21.0595
3418	19.8405	19.8405	19.8405
3419	26.0952	26.0952	26.0952
3420	23.8603	23.8603	23.8603
3421	26.7916	26.7916	26.7916
3422	22.8537	22.8537	22.8537
3423	27.8723	27.8723	27.8723
3424	23.8828	23.8828	23.8828
3425	25.9098	25.9098	25.9098
3426	24.251	24.251	24.251
3427	25.3452	25.3452	25.3452
3428	24.2416	24.2416	24.2416
3429	24.4236	24.4236	24.4236
3430	22.5127	22.5127	22.5127
3431	24.103	24.103	24.103
3432	25.7767	25.7767	25.7767
3433	20.6008	20.6008	20.6008
3434	25.4887	25.4887	25.4887
3435	21.3694	21.3694	21.3694
3436	25.0051	25.0051	25.0051
3437	20.3488	20.3488	20.3488
3438	14.681	14.681	14.681
3439	24.9109	24.9109	24.9109
3440	22.4099	22.4099	22.4099
3441	16.398	16.398	16.398
3442	20.4488	20.4488	20.4488
3443	24.6061	24.6061	24.6061
3444	22.9703	22.9703	22.9703
3445	27.9233	27.9233	27.9233
3446	30.65	30.65	30.65
3447	17.0673	17.0673	17.0673
3448	22.1602	22.1602	22.1602
3449	25.3369	25.3369	25.3369
3450	19.5279	19.5279	19.5279
3451	18.2902	18.2902	18.2902
3452	26.4899	26.4899	26.4899
3453	26.4743	26.4743	26.4743
3454	23.2009	23.2009	23.2009
3455	19.8662	19.8662	19.8662
3456	16.7324	16.7324	16.7324
3457	24.5654	24.5654	24.5654
3458	16.0496	16.0496	16.0496
3459	20.4031	20.4031	20.4031
3460	27.4544	27.4544	27.4544
3461	25.8111	25.8111	25.8111
3462	27.8062	27.8062	27.8062
3463	18.7089	18.7089	18.7089
3464	22.6232	22.6232	22.6232
3465	19.5807	19.5807	19.5807
3466	24.5518	24.5518	24.5518
3467	25.2008	25.2008	25.2008
3468	31.2396	31.2396	31.2396
3469	28.4278	28.4278	28.4278
3470	22.7714	22.7714	22.7714
3471	22.5588	22.5588	22.5588
3472	24.2863	24.2863	24.2863
3473	21.9863	21.9863	21.9863
3474	20.6868	20.6868	20.6868
3475	28.6147	28.6147	28.6147
3476	24.3684	24.3684	24.3684
3477	28.0091	28.0091	28.0091
3478	33.6686	33.6686	33.6686
3479	28.1853	28.1853	28.1853
3480	25.5928	25.5928	25.5928
3481	27.2478	27.2478	27.2478
3482	28.7934	28.7934	28.7934
3483	24.3382	24.3382	24.3382
3484	21.4735	21.4735	21.4735
3485	27.6625	27.6625	27.6625
3486	23.735	23.735	23.735
3487	22.6576	22.6576	22.6576
3488	19.7677	19.7677	19.7677
3489	24.9563	24.9563	24.9563
3490	15.6039	15.6039	15.6039
3491	22.6094	22.6094	22.6094
3492	23.9919	23.9919	23.9919
3493	20.9955	20.9955	20.9955
3494	24.7414	24.7414	24.7414
3495	29.8519	29.8519	29.8519
3496	25.8613	25.8613	25.8613
3497	25.6589	25.6589	25.6589
3498	23.1927	23.1927	23.1927
3499	23.7619	23.7619	23.7619
3500	32.5919	32.5919	32.5919
3501	17.5711	17.5711	17.5711
3502	24.2204	24.2204	24.2204
3503	29.2853	29.2853	29.2853
3504	20.3396	20.3396	20.3396
3505	24.9908	24.9908	24.9908
3506	26.61	26.61	26.61
3507	24.8829	24.8829	24.8829
3508	17.8726	17.8726	17.8726
3509	22.1249	22.1249	22.1249
3510	26.3501	26.3501	26.3501
3511	26.5916	26.5916	26.5916
3512	27.321	27.321	27.321
3513	5.52277	5.52277	5.52277
3514	23.4297	23.4297	23.4297
3515	28.1577	28.1577	28.1577
3516	23.1758	23.1758	23.1758
3517	18.0485	18.0485	18.0485
3518	20.3045	20.3045	20.3045
3519	18.3275	18.3275	18.3275
3520	25.5886	25.5886	25.5886
3521	19.8259	19.8259	19.8259
3522	27.9457	27.9457	27.9457
3523	23.6492	23.6492	23.6492
3524	27.0935	27.0935	27.0935
3525	19.3417	19.3417	19.3417
3526	26.5426	26.5426	26.5426
3527	26.0457	26.0457	26.0457
3528	22.4368	22.4368	22.4368
3529	23.5316	23.5316	23.5316
3530	30.8324	30.8324	30.8324
3531	21.5502	21.5502	21.5502
3532	17.5488	17.5488	17.5488
3533	27.0621	27.0621	27.0621
3534	24.498	24.498	24.498
3535	27.0977	27.0977	27.0977
3536	37.4709	37.4709	37.4709
3537	25.6107	25.6107	25.6107
3538	24.6313	24.6313	24.6313
3539	25.0813	25.0813	25.0813
3540	8.09585	8.09585	8.09585
3541	26.2125	26.2125	26.2125
3542	19.707	19.707	19.707
3543	34.0241	34.0241	34.0241
3544	19.9201	19.9201	19.9201
3545	21.8644	21.8644	21.8644
3546	24.711	24.711	24.711
3547	26.7398	26.7398	26.7398
3548	16.6408	16.6408	16.6408
3549	15.3531	15.3531	15.3531
3550	24.7536	24.7536	24.7536
3551	26.0227	26.0227	26.0227
3552	16.3881	16.3881	16.3881
3553	25.5857	25.5857	25.5857
3554	22.5596	22.5596	22.5596
3555	23.3625	23.3625	23.3625
3556	23.4271	23.4271	23.4271
3557	20.1356	20.1356	20.1356
3558	15.4796	15.4796	15.4796
3559	32.7343	32.7343	32.7343
3560	19.1951	19.1951	19.1951
3561	22.9987	22.9987	22.9987
3562	25.4658	25.4658	25.4658
3563	23.5189	23.5189	23.5189
3564	22.6798	22.6798	22.6798
3565	22.9451	22.9451	22.9451
3566	22.171	22.171	22.171
3567	17.6248	17.6248	17.6248
3568	27.6538	27.6538	27.6538
3569	21.8901	21.8901	21.8901
3570	23.6329	23.6329	23.6329
3571	27.0356	27.0356	27.0356
3572	22.3576	22.3576	22.3576
3573	18.3009	18.3009	18.3009
3574	20.2663	20.2663	20.2663
3575	14.5421	14.5421	14.5421
3576	14.0405	14.0405	14.0405
3577	25.22	25.22	25.22
3578	22.0849	22.0849	22.0849
3579	21.491	21.491	21.491
3580	12.3253	12.3253	12.3253
3581	25.5356	25.5356	25.5356
3582	24.0301	24.0301	24.0301
3583	30.6346	30.6346	30.6346
3584	28.6391	28.6391	28.6391
3585	27.4029	27.4029	27.4029
