Graph Type,Vertices,Edges,Min Weight,Max Weight,Delta,Algorithm,Threads,Time,Time_best_seq,better_than_sequential,threads_improvement
random,500,2500,1,5,0.5,Parallel Delta Stepping (version 2),8.0,80.0,41.0,False,False
random,500,2500,1,5,0.5,Delta Stepping Sequential,,48.0,41.0,False,False
random,500,2500,1,5,0.5,Parallel Delta Stepping (version 1),2.0,183.0,41.0,False,False
random,500,2500,1,5,0.5,Parallel Delta Stepping (version 2),2.0,52.0,41.0,False,True
random,500,2500,1,5,0.5,Parallel Delta Stepping (version 1),4.0,315.0,41.0,False,False
random,500,2500,1,5,0.5,Parallel Delta Stepping (version 2),4.0,61.0,41.0,False,False
random,500,2500,1,5,0.5,Parallel Delta Stepping (version 1),6.0,434.0,41.0,False,False
random,500,2500,1,5,0.5,Parallel Delta Stepping (version 2),6.0,70.0,41.0,False,False
random,500,2500,1,5,0.5,Parallel Delta Stepping (version 1),8.0,566.0,41.0,False,False
random,500,2500,1,5,0.5,Parallel Delta Stepping (version 2),8.0,84.0,41.0,False,False
random,500,2500,1,5,1.0,Delta Stepping Sequential,,40.0,40.0,False,True
random,500,2500,1,5,1.0,Parallel Delta Stepping (version 2),2.0,50.0,40.0,False,True
random,500,2500,1,5,1.0,Parallel Delta Stepping (version 2),4.0,58.0,40.0,False,False
random,500,2500,1,5,1.0,Parallel Delta Stepping (version 2),6.0,62.0,40.0,False,False
random,500,2500,1,5,1.0,Parallel Delta Stepping (version 2),8.0,66.0,40.0,False,False
random,500,2500,1,5,1.0,Delta Stepping Sequential,,41.0,40.0,False,False
random,500,2500,1,5,1.0,Parallel Delta Stepping (version 1),2.0,187.0,40.0,False,True
random,500,2500,1,5,1.0,Parallel Delta Stepping (version 2),2.0,55.0,40.0,False,True
random,500,2500,1,5,1.0,Parallel Delta Stepping (version 1),4.0,307.0,40.0,False,False
random,500,2500,1,5,1.0,Parallel Delta Stepping (version 2),4.0,60.0,40.0,False,False
random,500,2500,1,5,1.0,Parallel Delta Stepping (version 1),6.0,449.0,40.0,False,False
random,500,2500,1,5,1.0,Parallel Delta Stepping (version 2),6.0,59.0,40.0,False,True
random,500,2500,1,5,1.0,Parallel Delta Stepping (version 1),8.0,573.0,40.0,False,False
random,500,2500,1,5,1.0,Parallel Delta Stepping (version 2),8.0,71.0,40.0,False,False
random,500,2500,1,5,3.0,Delta Stepping Sequential,,42.0,42.0,False,False
random,500,2500,1,5,3.0,Parallel Delta Stepping (version 2),2.0,48.0,42.0,False,True
random,500,2500,1,5,3.0,Parallel Delta Stepping (version 2),4.0,56.0,42.0,False,False
random,500,2500,1,5,3.0,Parallel Delta Stepping (version 2),6.0,58.0,42.0,False,False
random,500,2500,1,5,3.0,Parallel Delta Stepping (version 2),8.0,61.0,42.0,False,False
random,500,2500,1,5,3.0,Delta Stepping Sequential,,42.0,42.0,False,False
random,500,2500,1,5,3.0,Parallel Delta Stepping (version 1),2.0,191.0,42.0,False,True
random,500,2500,1,5,3.0,Parallel Delta Stepping (version 2),2.0,53.0,42.0,False,True
random,500,2500,1,5,3.0,Parallel Delta Stepping (version 1),4.0,327.0,42.0,False,False
random,500,2500,1,5,3.0,Parallel Delta Stepping (version 2),4.0,67.0,42.0,False,False
random,500,2500,1,5,3.0,Parallel Delta Stepping (version 1),6.0,462.0,42.0,False,False
random,500,2500,1,5,3.0,Parallel Delta Stepping (version 2),6.0,61.0,42.0,False,True
random,500,2500,1,5,3.0,Parallel Delta Stepping (version 1),8.0,591.0,42.0,False,False
random,500,2500,1,5,3.0,Parallel Delta Stepping (version 2),8.0,66.0,42.0,False,False
random,500,2500,1,10,0.5,Delta Stepping Sequential,,41.0,41.0,False,True
random,500,2500,1,10,0.5,Parallel Delta Stepping (version 2),2.0,55.0,41.0,False,True
random,500,2500,1,10,0.5,Parallel Delta Stepping (version 2),4.0,75.0,41.0,False,False
random,500,2500,1,10,0.5,Parallel Delta Stepping (version 2),6.0,90.0,41.0,False,False
random,500,2500,1,10,0.5,Parallel Delta Stepping (version 2),8.0,101.0,41.0,False,False
random,500,2500,1,10,0.5,Delta Stepping Sequential,,41.0,41.0,False,False
random,500,2500,1,10,0.5,Parallel Delta Stepping (version 1),2.0,194.0,41.0,False,True
random,500,2500,1,10,0.5,Parallel Delta Stepping (version 2),2.0,58.0,41.0,False,True
random,500,2500,1,10,0.5,Parallel Delta Stepping (version 1),4.0,312.0,41.0,False,False
random,500,2500,1,10,0.5,Parallel Delta Stepping (version 2),4.0,76.0,41.0,False,False
random,500,2500,1,10,0.5,Parallel Delta Stepping (version 1),6.0,425.0,41.0,False,False
random,500,2500,1,10,0.5,Parallel Delta Stepping (version 2),6.0,80.0,41.0,False,False
random,500,2500,1,10,0.5,Parallel Delta Stepping (version 1),8.0,555.0,41.0,False,False
random,500,2500,1,10,0.5,Parallel Delta Stepping (version 2),8.0,103.0,41.0,False,False
random,500,2500,1,10,1.0,Delta Stepping Sequential,,41.0,40.0,False,False
random,500,2500,1,10,1.0,Parallel Delta Stepping (version 2),2.0,51.0,40.0,False,True
random,500,2500,1,10,1.0,Parallel Delta Stepping (version 2),4.0,63.0,40.0,False,False
random,500,2500,1,10,1.0,Parallel Delta Stepping (version 2),6.0,71.0,40.0,False,False
random,500,2500,1,10,1.0,Parallel Delta Stepping (version 2),8.0,79.0,40.0,False,False
random,500,2500,1,10,1.0,Delta Stepping Sequential,,40.0,40.0,False,True
random,500,2500,1,10,1.0,Parallel Delta Stepping (version 1),2.0,189.0,40.0,False,True
random,500,2500,1,10,1.0,Parallel Delta Stepping (version 2),2.0,57.0,40.0,False,True
random,500,2500,1,10,1.0,Parallel Delta Stepping (version 1),4.0,312.0,40.0,False,False
random,500,2500,1,10,1.0,Parallel Delta Stepping (version 2),4.0,66.0,40.0,False,False
random,500,2500,1,10,1.0,Parallel Delta Stepping (version 1),6.0,435.0,40.0,False,False
random,500,2500,1,10,1.0,Parallel Delta Stepping (version 2),6.0,70.0,40.0,False,False
random,500,2500,1,10,1.0,Parallel Delta Stepping (version 1),8.0,554.0,40.0,False,False
random,500,2500,1,10,1.0,Parallel Delta Stepping (version 2),8.0,84.0,40.0,False,False
random,500,2500,1,10,3.0,Delta Stepping Sequential,,41.0,40.0,False,False
random,500,2500,1,10,3.0,Parallel Delta Stepping (version 2),2.0,49.0,40.0,False,True
random,500,2500,1,10,3.0,Parallel Delta Stepping (version 2),4.0,60.0,40.0,False,False
random,500,2500,1,10,3.0,Parallel Delta Stepping (version 2),6.0,61.0,40.0,False,False
random,500,2500,1,10,3.0,Parallel Delta Stepping (version 2),8.0,69.0,40.0,False,False
random,500,2500,1,10,3.0,Delta Stepping Sequential,,40.0,40.0,False,True
random,500,2500,1,10,3.0,Parallel Delta Stepping (version 1),2.0,175.0,40.0,False,True
random,500,2500,1,10,3.0,Parallel Delta Stepping (version 2),2.0,58.0,40.0,False,True
random,500,2500,1,10,3.0,Parallel Delta Stepping (version 1),4.0,308.0,40.0,False,False
random,500,2500,1,10,3.0,Parallel Delta Stepping (version 2),4.0,61.0,40.0,False,False
random,500,2500,1,10,3.0,Parallel Delta Stepping (version 1),6.0,454.0,40.0,False,False
random,500,2500,1,10,3.0,Parallel Delta Stepping (version 2),6.0,63.0,40.0,False,False
random,500,2500,1,10,3.0,Parallel Delta Stepping (version 1),8.0,580.0,40.0,False,False
random,500,2500,1,10,3.0,Parallel Delta Stepping (version 2),8.0,86.0,40.0,False,False
grid,500,2500,1,5,0.5,Delta Stepping Sequential,,19958.0,19121.0,False,False
grid,500,2500,1,5,0.5,Parallel Delta Stepping (version 2),2.0,21166.0,19121.0,False,False
grid,500,2500,1,5,0.5,Parallel Delta Stepping (version 2),4.0,23412.0,19121.0,False,False
grid,500,2500,1,5,0.5,Parallel Delta Stepping (version 2),6.0,25418.0,19121.0,False,False
grid,500,2500,1,5,0.5,Parallel Delta Stepping (version 2),8.0,26084.0,19121.0,False,False
grid,500,2500,1,5,0.5,Delta Stepping Sequential,,19121.0,19121.0,False,True
grid,500,2500,1,5,0.5,Parallel Delta Stepping (version 1),2.0,78341.0,19121.0,False,False
grid,500,2500,1,5,0.5,Parallel Delta Stepping (version 2),2.0,21410.0,19121.0,False,True
grid,500,2500,1,5,0.5,Parallel Delta Stepping (version 1),4.0,138305.0,19121.0,False,False
grid,500,2500,1,5,0.5,Parallel Delta Stepping (version 2),4.0,24288.0,19121.0,False,False
grid,500,2500,1,5,0.5,Parallel Delta Stepping (version 1),6.0,177423.0,19121.0,False,False
grid,500,2500,1,5,0.5,Parallel Delta Stepping (version 2),6.0,25265.0,19121.0,False,False
grid,500,2500,1,5,0.5,Parallel Delta Stepping (version 1),8.0,225664.0,19121.0,False,False
grid,500,2500,1,5,0.5,Parallel Delta Stepping (version 2),8.0,26568.0,19121.0,False,False
grid,500,2500,1,5,1.0,Delta Stepping Sequential,,19310.0,19310.0,False,False
grid,500,2500,1,5,1.0,Parallel Delta Stepping (version 2),2.0,19881.0,19310.0,False,True
grid,500,2500,1,5,1.0,Parallel Delta Stepping (version 2),4.0,21351.0,19310.0,False,False
grid,500,2500,1,5,1.0,Parallel Delta Stepping (version 2),6.0,23234.0,19310.0,False,False
grid,500,2500,1,5,1.0,Parallel Delta Stepping (version 2),8.0,23968.0,19310.0,False,False
grid,500,2500,1,5,1.0,Delta Stepping Sequential,,19747.0,19310.0,False,False
grid,500,2500,1,5,1.0,Parallel Delta Stepping (version 1),2.0,78304.0,19310.0,False,True
grid,500,2500,1,5,1.0,Parallel Delta Stepping (version 2),2.0,19952.0,19310.0,False,True
grid,500,2500,1,5,1.0,Parallel Delta Stepping (version 1),4.0,138843.0,19310.0,False,False
grid,500,2500,1,5,1.0,Parallel Delta Stepping (version 2),4.0,22658.0,19310.0,False,False
grid,500,2500,1,5,1.0,Parallel Delta Stepping (version 1),6.0,182667.0,19310.0,False,False
grid,500,2500,1,5,1.0,Parallel Delta Stepping (version 2),6.0,23401.0,19310.0,False,False
grid,500,2500,1,5,1.0,Parallel Delta Stepping (version 1),8.0,242893.0,19310.0,False,False
grid,500,2500,1,5,1.0,Parallel Delta Stepping (version 2),8.0,24278.0,19310.0,False,False
grid,500,2500,1,5,3.0,Delta Stepping Sequential,,19793.0,19578.0,False,False
grid,500,2500,1,5,3.0,Parallel Delta Stepping (version 2),2.0,20361.0,19578.0,False,True
grid,500,2500,1,5,3.0,Parallel Delta Stepping (version 2),4.0,21470.0,19578.0,False,False
grid,500,2500,1,5,3.0,Parallel Delta Stepping (version 2),6.0,22940.0,19578.0,False,False
grid,500,2500,1,5,3.0,Parallel Delta Stepping (version 2),8.0,23327.0,19578.0,False,False
grid,500,2500,1,5,3.0,Delta Stepping Sequential,,19578.0,19578.0,False,True
grid,500,2500,1,5,3.0,Parallel Delta Stepping (version 1),2.0,78343.0,19578.0,False,True
grid,500,2500,1,5,3.0,Parallel Delta Stepping (version 2),2.0,12687.0,19578.0,True,True
grid,500,2500,1,5,3.0,Parallel Delta Stepping (version 1),4.0,140918.0,19578.0,False,False
grid,500,2500,1,5,3.0,Parallel Delta Stepping (version 2),4.0,12974.0,19578.0,True,False
grid,500,2500,1,5,3.0,Parallel Delta Stepping (version 1),6.0,185244.0,19578.0,False,False
grid,500,2500,1,5,3.0,Parallel Delta Stepping (version 2),6.0,13052.0,19578.0,True,False
grid,500,2500,1,10,0.5,Delta Stepping Sequential,,19718.0,19718.0,False,False
grid,500,2500,1,10,0.5,Parallel Delta Stepping (version 2),2.0,20932.0,19718.0,False,False
grid,500,2500,1,10,0.5,Parallel Delta Stepping (version 2),4.0,23635.0,19718.0,False,False
grid,500,2500,1,10,0.5,Parallel Delta Stepping (version 2),6.0,24746.0,19718.0,False,False
grid,500,2500,1,10,0.5,Parallel Delta Stepping (version 2),8.0,28503.0,19718.0,False,False
grid,500,2500,1,10,1.0,Delta Stepping Sequential,,13291.0,13291.0,False,True
grid,500,2500,1,10,1.0,Parallel Delta Stepping (version 2),2.0,12080.0,13291.0,True,True
grid,500,2500,1,10,1.0,Parallel Delta Stepping (version 2),4.0,12636.0,13291.0,True,False
grid,500,2500,1,10,1.0,Parallel Delta Stepping (version 2),6.0,12846.0,13291.0,True,False
grid,500,2500,1,10,1.0,Parallel Delta Stepping (version 2),8.0,12555.0,13291.0,True,True
grid,500,2500,1,10,3.0,Delta Stepping Sequential,,19628.0,19628.0,False,False
grid,500,2500,1,10,3.0,Parallel Delta Stepping (version 2),2.0,20198.0,19628.0,False,False
grid,500,2500,1,10,3.0,Parallel Delta Stepping (version 2),4.0,21428.0,19628.0,False,False
grid,500,2500,1,10,3.0,Parallel Delta Stepping (version 2),6.0,22171.0,19628.0,False,False
grid,500,2500,1,10,3.0,Parallel Delta Stepping (version 2),8.0,23578.0,19628.0,False,False
